exer_id,cpt_seq
643,49
644,49
645,49
646,49
647,49
648,49
649,49
650,49
651,49
652,49
653,49
654,49
655,49
656,49
657,49
658,49
659,49
660,49
661,49
662,49
663,49
664,49
665,49
666,49
667,49
668,50
669,50
670,50
671,50
672,50
673,51
674,51
675,51
676,51
677,51
678,51
679,51
680,52
681,52
682,52
683,52
684,52
685,52
686,52
687,52
688,52
689,52
690,53
691,53
692,53
693,53
694,53
695,53
696,53
697,53
698,53
699,53
700,53
701,53
702,53
703,53
704,53
705,53
706,53
707,53
708,53
709,53
710,53
711,53
712,53
713,53
714,53
715,53
716,53
717,54
718,54
719,54
720,54
721,54
722,54
723,54
724,56
725,56
726,56
727,56
728,57
729,58
730,"58,104"
731,59
732,60
733,63
734,63
735,66
736,67
737,67
738,78
739,78
740,79
741,79
742,79
743,79
744,79
745,79
746,79
747,79
748,79
749,80
750,80
751,80
752,80
753,80
754,80
755,81
756,81
757,81
758,81
759,81
760,81
761,81
762,81
763,81
764,81
765,81
766,81
767,82
768,82
769,82
770,82
771,82
772,82
773,82
774,82
775,83
776,83
777,84
778,85
779,86
780,88
781,89
782,92
783,92
784,93
785,93
786,93
787,93
788,93
789,94
790,95
791,96
792,96
793,96
794,96
795,96
796,96
797,96
798,96
799,97
800,97
801,97
802,97
803,98
804,98
805,98
806,98
807,98
808,98
809,98
810,98
811,98
812,98
813,98
814,98
815,98
816,98
817,98
818,98
819,98
820,98
821,98
822,99
823,99
824,99
825,99
826,99
827,99
828,99
829,103
830,104
831,104
832,104
833,104
834,104
835,106
836,106
837,106
838,106
839,106
840,106
841,106
842,106
843,106
844,106
845,106
846,106
847,106
848,106
849,106
850,106
851,117
852,119
853,119
854,"37,55"
855,"37,55"
856,"37,55"
857,"37,55"
858,"37,55"
859,"45,55"
860,"45,55"
861,"45,55"
862,"45,55"
863,"45,55"
864,"45,55"
865,"45,55"
866,"45,55"
867,"45,55"
868,"45,55"
869,55
870,55
871,55
872,30
873,30
874,30
875,30
876,30
877,30
878,32
879,32
880,32
881,32
882,32
883,32
884,32
885,32
886,32
887,32
888,32
889,32
890,32
891,32
892,33
893,34
894,34
895,34
896,34
897,34
898,34
899,37
900,42
901,42
902,42
903,42
904,42
905,42
906,46
907,46
908,46
909,46
910,46
911,46
912,46
913,46
914,46
915,46
916,58
917,78
918,78
919,79
920,79
921,79
922,79
923,79
924,79
925,79
926,79
927,79
928,79
929,79
930,79
931,79
932,79
933,79
934,79
935,79
936,79
937,79
938,79
939,79
940,79
941,79
942,79
943,79
944,79
945,79
946,79
947,80
948,80
949,80
950,81
951,81
952,81
953,81
954,81
955,81
956,81
957,81
958,81
959,81
960,81
961,81
962,81
963,81
964,81
965,81
966,81
967,81
968,81
969,79
970,79
971,79
972,79
973,79
974,79
975,79
976,82
977,89
978,89
979,98
980,98
981,98
982,98
983,98
984,98
985,98
986,119
987,119
988,119
989,"0,9"
990,"0,9"
991,"0,11"
992,"0,11"
993,"0,11"
994,"0,9"
995,"1,44"
996,"1,44"
997,"1,44"
998,"1,31,49"
999,"1,31,49"
1000,"1,44"
1001,"1,31,49"
1002,"1,31,49"
1003,2
1004,2
1005,2
1006,2
1007,"3,121"
1008,"3,121"
1009,"3,121"
1010,"3,121"
1011,"3,121"
1012,"3,121"
1013,"3,121"
1014,"3,121"
1015,"3,121"
1016,"3,121"
1017,"3,121"
1018,"3,121"
1019,"3,121"
1020,"3,121"
1021,"3,121"
1022,"3,121"
1023,"3,121"
1024,"3,121"
1025,4
1026,4
1027,"5,8"
1028,"5,11"
1029,"5,8"
1030,"5,10"
1031,"5,10"
1032,"5,11"
1033,"5,8"
1034,"5,8"
1035,"5,8"
1036,"5,11"
1037,"5,11"
1038,"6,65"
1039,"6,65"
1040,"6,65"
1041,"6,65"
1042,"6,65"
1043,"6,65"
1044,"6,65"
1045,"6,65"
1046,"6,65"
1047,"6,65"
1048,"6,65"
1049,"6,14"
1050,"6,40"
1051,"6,14"
1052,"6,14"
1053,"6,8"
1054,"6,8"
1055,"6,9"
1056,"6,9"
1057,"6,11"
1058,"6,11"
1059,"6,10"
1060,"6,10"
1061,"6,10"
1062,"6,10"
1063,"6,10"
1064,"6,40"
1065,"6,8"
1066,"6,8"
1067,"6,9"
1068,"6,9"
1069,"6,9"
1070,"6,11"
1071,"6,11"
1072,"6,10"
1073,"6,10"
1074,"6,10"
1075,7
1076,7
1077,7
1078,7
1079,"7,44"
1080,"7,44"
1081,"7,44"
1082,"7,44"
1083,7
1084,"7,44"
1085,"7,44"
1086,"7,44"
1087,"7,44"
1088,"7,44"
1089,"7,44"
1090,"7,44"
1091,7
1092,7
1093,"7,44"
1094,"7,44"
1095,"7,44"
1096,"7,44"
1097,"7,44"
1098,"7,44"
1099,"37,55"
1100,"37,55"
1101,48
1102,49
1103,49
1104,49
1105,49
1106,49
1107,"58,104"
1108,63
1109,63
1110,63
1111,63
1112,80
1113,80
1114,80
1115,98
1116,98
1117,98
1118,98
1119,98
1120,98
1121,98
1122,98
1123,98
1124,98
1125,98
1126,98
1127,98
1128,98
1129,98
1130,98
1131,98
1132,98
1133,98
1134,98
1135,98
1136,98
1137,98
1138,98
1139,98
1140,98
1141,98
1142,98
1143,98
1144,98
1145,99
1146,99
1147,99
1148,99
1149,99
1150,99
1151,99
1152,99
1153,99
1154,99
1155,99
1156,99
1157,99
1158,103
1159,103
1160,103
1161,103
1162,103
1163,103
1164,103
1165,106
1166,106
1167,106
1168,106
1169,119
1170,119
1171,119
1172,119
1173,119
1174,119
1175,119
1176,119
1177,119
1178,119
1179,119
1180,119
1181,119
1182,17
1183,26
1184,27
1185,30
1186,36
1187,"37,55"
1188,"37,55"
1189,"37,55"
1190,37
1191,38
1192,"45,55"
1193,52
1194,52
1195,52
1196,52
1197,52
1198,52
1199,52
1200,52
1201,52
1202,52
1203,52
1204,67
1205,67
1206,67
1207,67
1208,79
1209,80
1210,82
1211,82
1212,82
1213,82
1214,82
1215,82
1216,96
1217,"0,11"
1218,"0,9"
1219,"1,44"
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1226,4
1227,4
1228,4
1229,4
1230,4
1231,"5,10"
1232,"5,8"
1233,"5,8"
1234,"5,8"
1235,"5,8"
1236,"5,10"
1237,"6,8"
1238,"6,9"
1239,"6,9"
1240,"6,11"
1241,"6,11"
1242,"6,11"
1243,"6,8"
1244,"6,8"
1245,"6,9"
1246,"6,10"
1247,"6,10"
1248,"6,11"
1249,"6,10"
1250,"6,10"
1251,7
1252,7
1253,7
1254,7
1255,7
1256,"7,44"
1257,"7,44"
1258,7
1259,7
1260,7
1261,7
1262,7
1263,"7,44"
1264,9
1265,14
1266,14
1267,14
1268,14
1269,14
1270,14
1271,14
1272,14
1273,14
1274,14
1275,22
1276,30
1277,30
1278,30
1279,30
1280,30
1281,30
1282,30
1283,30
1284,32
1285,32
1286,"32,33"
1287,33
1288,33
1289,33
1290,33
1291,33
1292,33
1293,33
1294,33
1295,33
1296,33
1297,36
1298,36
1299,36
1300,36
1301,36
1302,36
1303,36
1304,"37,55"
1305,"37,55"
1306,37
1307,37
1308,38
1309,38
1310,"39,46"
1311,"39,46"
1312,"39,46"
1313,"39,46"
1314,"39,46"
1315,"39,46"
1316,"39,46"
1317,41
1318,42
1319,42
1320,42
1321,44
1322,44
1323,44
1324,44
1325,"45,55"
1326,"45,55"
1327,46
1328,54
1329,54
1330,54
1331,54
1332,55
1333,55
1334,66
1335,66
1336,66
1337,78
1338,79
1339,79
1340,79
1341,80
1342,80
1343,80
1344,80
1345,81
1346,81
1347,81
1348,81
1349,81
1350,81
1351,81
1352,81
1353,81
1354,82
1355,82
1356,82
1357,82
1358,82
1359,82
1360,82
1361,82
1362,82
1363,82
1364,82
1365,96
1366,96
1367,96
1368,96
1369,96
1370,96
1371,119
1372,119
1373,119
1374,119
1375,119
1376,119
1377,119
1378,119
1379,"5,8"
1380,"5,11"
1381,"5,10"
1382,"5,8"
1383,"6,8"
1384,"6,9"
1385,"6,9"
1386,"6,9"
1387,"6,9"
1388,"6,10"
1389,"6,10"
1390,"6,10"
1391,"6,10"
1392,"22,51"
1393,30
1394,30
1395,30
1396,30
1397,30
1398,30
1399,32
1400,"32,33"
1401,32
1402,33
1403,33
1404,33
1405,33
1406,34
1407,34
1408,"37,55"
1409,37
1410,37
1411,37
1412,38
1413,38
1414,38
1415,38
1416,41
1417,41
1418,41
1419,41
1420,41
1421,42
1422,42
1423,44
1424,47
1425,47
1426,47
1427,47
1428,48
1429,48
1430,53
1431,53
1432,56
1433,58
1434,78
1435,79
1436,79
1437,79
1438,79
1439,79
1440,79
1441,81
1442,81
1443,81
1444,81
1445,81
1446,81
1447,82
1448,82
1449,30
1450,30
1451,30
1452,30
1453,30
1454,30
1455,30
1456,30
1457,30
1458,30
1459,30
1460,30
1461,30
1462,32
1463,32
1464,32
1465,32
1466,32
1467,32
1468,"32,33"
1469,"32,33"
1470,"32,33"
1471,"32,33"
1472,32
1473,32
1474,33
1475,33
1476,33
1477,34
1478,34
1479,"34,35,46"
1480,"34,35,46"
1481,"34,35,46"
1482,"34,35,46"
1483,"34,35,46"
1484,37
1485,38
1486,41
1487,41
1488,41
1489,41
1490,42
1491,42
1492,44
1493,44
1494,44
1495,44
1496,44
1497,44
1498,44
1499,44
1500,44
1501,"45,55"
1502,"45,55"
1503,"45,55"
1504,"45,55"
1505,46
1506,46
1507,46
1508,47
1509,47
1510,47
1511,47
1512,47
1513,48
1514,48
1515,48
1516,49
1517,49
1518,49
1519,49
1520,49
1521,52
1522,52
1523,52
1524,52
1525,52
1526,52
1527,52
1528,53
1529,53
1530,53
1531,53
1532,54
1533,55
1534,55
1535,56
1536,56
1537,78
1538,79
1539,79
1540,80
1541,80
1542,81
1543,81
1544,81
1545,81
1546,81
1547,81
1548,82
1549,82
1550,82
1551,82
1552,96
1553,96
1554,96
1555,96
1556,96
1557,97
1558,97
1559,97
1560,97
1561,97
1562,97
1563,97
1564,98
1565,98
1566,98
1567,98
1568,119
1569,"6,10"
1570,"6,10"
1571,"6,8"
1572,17
1573,22
1574,22
1575,"22,51"
1576,"22,51"
1577,22
1578,22
1579,30
1580,30
1581,30
1582,30
1583,30
1584,30
1585,30
1586,30
1587,30
1588,30
1589,30
1590,30
1591,32
1592,32
1593,32
1594,"32,33"
1595,"32,33"
1596,"32,33"
1597,32
1598,32
1599,"37,55"
1600,"37,55"
1601,"37,55"
1602,"37,55"
1603,37
1604,37
1605,38
1606,41
1607,41
1608,41
1609,41
1610,42
1611,42
1612,42
1613,42
1614,42
1615,42
1616,42
1617,42
1618,44
1619,44
1620,44
1621,44
1622,"45,55"
1623,"45,55"
1624,47
1625,47
1626,47
1627,47
1628,47
1629,47
1630,47
1631,47
1632,47
1633,47
1634,47
1635,47
1636,48
1637,48
1638,53
1639,53
1640,53
1641,53
1642,53
1643,56
1644,78
1645,79
1646,79
1647,79
1648,79
1649,81
1650,81
1651,81
1652,81
1653,81
1654,81
1655,81
1656,81
1657,81
1658,81
1659,81
1660,81
1661,82
1662,82
1663,82
1664,82
1665,82
1666,82
1667,17
1668,30
1669,30
1670,30
1671,30
1672,32
1673,32
1674,33
1675,33
1676,33
1677,34
1678,34
1679,"34,35,46"
1680,"34,35,46"
1681,36
1682,36
1683,36
1684,36
1685,"37,55"
1686,"37,55"
1687,38
1688,41
1689,41
1690,42
1691,42
1692,42
1693,42
1694,42
1695,44
1696,44
1697,44
1698,44
1699,"45,55"
1700,"45,55"
1701,46
1702,46
1703,46
1704,46
1705,47
1706,48
1707,48
1708,49
1709,49
1710,52
1711,55
1712,58
1713,78
1714,79
1715,79
1716,79
1717,79
1718,79
1719,79
1720,79
1721,79
1722,79
1723,79
1724,79
1725,80
1726,81
1727,81
1728,81
1729,81
1730,82
1731,82
1732,83
1733,84
1734,84
1735,96
1736,96
1737,97
1738,"3,121"
1739,"3,121"
1740,"3,121"
1741,"3,121"
1742,"3,121"
1743,"3,121"
1744,"3,121"
1745,"3,121"
1746,"3,121"
1747,"3,121"
1748,17
1749,"22,51"
1750,22
1751,"22,51"
1752,30
1753,30
1754,30
1755,30
1756,30
1757,30
1758,30
1759,30
1760,"32,33"
1761,"32,33"
1762,"32,33"
1763,"32,33"
1764,32
1765,32
1766,33
1767,33
1768,33
1769,36
1770,38
1771,38
1772,41
1773,41
1774,41
1775,41
1776,41
1777,41
1778,41
1779,41
1780,42
1781,42
1782,42
1783,44
1784,44
1785,44
1786,44
1787,44
1788,44
1789,47
1790,47
1791,47
1792,47
1793,47
1794,47
1795,48
1796,51
1797,53
1798,53
1799,53
1800,53
1801,53
1802,53
1803,53
1804,53
1805,55
1806,56
1807,56
1808,"61,62,66"
1809,78
1810,78
1811,79
1812,79
1813,79
1814,79
1815,79
1816,79
1817,81
1818,81
1819,81
1820,81
1821,81
1822,81
1823,81
1824,81
1825,81
1826,81
1827,81
1828,81
1829,81
1830,81
1831,81
1832,82
1833,82
1834,82
1835,82
1836,82
1837,82
1838,82
1839,106
1840,106
1841,106
1842,106
1843,106
1844,106
1845,106
1846,106
1847,106
1848,106
1849,106
1850,106
1851,"6,10"
1852,17
1853,32
1854,32
1855,42
1856,42
1857,79
1858,80
1859,81
1860,81
1861,81
1862,81
1863,82
1864,82
1865,"6,37"
1866,30
1867,32
1868,32
1869,"32,33"
1870,33
1871,33
1872,34
1873,"34,35,46"
1874,"34,35,46"
1875,"34,35,46"
1876,"34,35,46"
1877,"34,35,46"
1878,"34,35,46"
1879,"34,35,46"
1880,"34,35,46"
1881,37
1882,"37,55"
1883,"37,55"
1884,42
1885,42
1886,42
1887,"45,55"
1888,"45,55"
1889,"45,55"
1890,"45,55"
1891,49
1892,49
1893,49
1894,55
1895,79
1896,79
1897,81
1898,81
1899,81
1900,82
1901,82
1902,82
1903,82
1904,82
1905,82
1906,82
1907,"0,9"
1908,"0,11"
1909,2
1910,2
1911,"6,8"
1912,"6,8"
1913,"6,8"
1914,"6,9"
1915,"6,10"
1916,7
1917,7
1918,7
1919,7
1920,7
1921,7
1922,8
1923,9
1924,9
1925,9
1926,17
1927,18
1928,18
1929,18
1930,18
1931,20
1932,"22,51"
1933,27
1934,30
1935,30
1936,30
1937,30
1938,30
1939,30
1940,30
1941,30
1942,30
1943,30
1944,30
1945,30
1946,30
1947,30
1948,30
1949,30
1950,30
1951,30
1952,30
1953,30
1954,30
1955,30
1956,30
1957,30
1958,30
1959,32
1960,32
1961,32
1962,32
1963,32
1964,32
1965,32
1966,"32,33"
1967,32
1968,32
1969,"32,33"
1970,33
1971,33
1972,33
1973,33
1974,33
1975,33
1976,33
1977,33
1978,34
1979,34
1980,34
1981,34
1982,"34,35,46"
1983,"34,35,46"
1984,"34,35,46"
1985,"34,35,46"
1986,"34,35,46"
1987,"34,35,46"
1988,36
1989,36
1990,36
1991,37
1992,"37,55"
1993,38
1994,38
1995,38
1996,"39,46"
1997,"39,46"
1998,"39,46"
1999,"39,46"
2000,"39,46"
2001,"39,46"
2002,41
2003,41
2004,42
2005,42
2006,42
2007,42
2008,42
2009,"45,55"
2010,46
2011,46
2012,46
2013,46
2014,46
2015,46
2016,46
2017,46
2018,46
2019,46
2020,46
2021,46
2022,48
2023,48
2024,52
2025,52
2026,52
2027,52
2028,52
2029,52
2030,52
2031,52
2032,53
2033,53
2034,53
2035,55
2036,56
2037,56
2038,56
2039,78
2040,78
2041,79
2042,79
2043,79
2044,81
2045,81
2046,81
2047,81
2048,81
2049,81
2050,81
2051,81
2052,82
2053,82
2054,82
2055,96
2056,96
2057,96
2058,96
2059,96
2060,96
2061,96
2062,96
2063,96
2064,96
2065,96
2066,96
2067,97
2068,98
2069,98
2070,"0,9"
2071,"0,9"
2072,"1,24,44"
2073,"1,24,44"
2074,"1,24,44"
2075,"5,11"
2076,"5,10"
2077,"5,8"
2078,"5,10"
2079,"5,11"
2080,"5,8"
2081,"5,10"
2082,"5,10"
2083,"5,8"
2084,"6,9"
2085,"6,9"
2086,"6,9"
2087,"6,9"
2088,"6,10"
2089,"6,11"
2090,"6,11"
2091,"6,8"
2092,"6,9"
2093,7
2094,7
2095,7
2096,7
2097,7
2098,7
2099,7
2100,7
2101,7
2102,8
2103,9
2104,11
2105,11
2106,11
2107,20
2108,20
2109,20
2110,20
2111,20
2112,20
2113,20
2114,22
2115,"22,43"
2116,30
2117,30
2118,30
2119,30
2120,30
2121,30
2122,32
2123,32
2124,32
2125,32
2126,32
2127,32
2128,32
2129,32
2130,32
2131,33
2132,34
2133,34
2134,34
2135,"37,55"
2136,"37,55"
2137,"39,46"
2138,"39,46"
2139,"39,46"
2140,"39,46"
2141,"39,46"
2142,"39,46"
2143,42
2144,42
2145,42
2146,44
2147,"45,55"
2148,46
2149,46
2150,46
2151,49
2152,49
2153,49
2154,49
2155,49
2156,52
2157,52
2158,52
2159,55
2160,55
2161,56
2162,67
2163,78
2164,79
2165,79
2166,79
2167,79
2168,79
2169,79
2170,79
2171,80
2172,81
2173,81
2174,81
2175,81
2176,81
2177,82
2178,92
2179,96
2180,96
2181,96
2182,96
2183,96
2184,97
2185,97
2186,97
2187,97
2188,97
2189,97
2190,97
2191,97
2192,97
2193,"1,31,49"
2194,4
2195,4
2196,4
2197,"6,9"
2198,"6,9"
2199,"6,11"
2200,"6,11"
2201,"6,10"
2202,"6,40"
2203,"6,8"
2204,"6,8"
2205,"6,8"
2206,"6,9"
2207,"6,11"
2208,7
2209,"22,43"
2210,"22,51"
2211,"22,51"
2212,30
2213,30
2214,30
2215,30
2216,30
2217,30
2218,30
2219,30
2220,32
2221,"32,33"
2222,32
2223,32
2224,33
2225,34
2226,34
2227,34
2228,"34,35,46"
2229,"34,35,46"
2230,"34,35,46"
2231,"37,55"
2232,"37,55"
2233,38
2234,38
2235,38
2236,38
2237,38
2238,38
2239,41
2240,41
2241,42
2242,42
2243,42
2244,42
2245,42
2246,42
2247,44
2248,"45,55"
2249,46
2250,46
2251,47
2252,47
2253,48
2254,48
2255,48
2256,48
2257,53
2258,53
2259,53
2260,54
2261,55
2262,56
2263,78
2264,78
2265,78
2266,78
2267,78
2268,78
2269,79
2270,79
2271,79
2272,79
2273,79
2274,79
2275,79
2276,79
2277,81
2278,81
2279,81
2280,81
2281,81
2282,81
2283,81
2284,81
2285,81
2286,81
2287,81
2288,81
2289,81
2290,82
2291,82
2292,82
2293,82
2294,82
2295,96
2296,96
2297,97
2298,97
2299,97
2300,97
2301,97
2302,"1,44"
2303,"1,44"
2304,"15,16"
2305,17
2306,18
2307,18
2308,20
2309,20
2310,20
2311,20
2312,20
2313,20
2314,20
2315,20
2316,20
2317,20
2318,20
2319,20
2320,20
2321,20
2322,20
2323,20
2324,20
2325,20
2326,20
2327,20
2328,20
2329,20
2330,20
2331,21
2332,"22,51"
2333,"22,51"
2334,22
2335,"22,51"
2336,22
2337,29
2338,29
2339,29
2340,29
2341,29
2342,29
2343,29
2344,30
2345,30
2346,30
2347,30
2348,30
2349,30
2350,32
2351,"32,33"
2352,32
2353,32
2354,32
2355,"32,33"
2356,32
2357,32
2358,33
2359,33
2360,34
2361,34
2362,"34,35,46"
2363,"34,35,46"
2364,"34,35,46"
2365,"34,35,46"
2366,"34,35,46"
2367,"34,35,46"
2368,"34,35,46"
2369,"34,35,46"
2370,"34,35,46"
2371,"34,35,46"
2372,"34,35,46"
2373,"34,35,46"
2374,"34,35,46"
2375,"34,35,46"
2376,"34,35,46"
2377,"34,35,46"
2378,34
2379,34
2380,"34,35,46"
2381,"34,35,46"
2382,"34,35,46"
2383,"34,35,46"
2384,36
2385,"37,55"
2386,38
2387,"39,46"
2388,"39,46"
2389,"39,46"
2390,"39,46"
2391,"39,46"
2392,"39,46"
2393,"39,46"
2394,"39,46"
2395,"39,46"
2396,41
2397,41
2398,41
2399,41
2400,41
2401,41
2402,41
2403,41
2404,41
2405,42
2406,42
2407,42
2408,42
2409,42
2410,42
2411,42
2412,42
2413,44
2414,44
2415,44
2416,44
2417,44
2418,44
2419,44
2420,44
2421,44
2422,"45,55"
2423,"45,55"
2424,46
2425,46
2426,46
2427,46
2428,46
2429,47
2430,47
2431,47
2432,47
2433,47
2434,48
2435,48
2436,48
2437,48
2438,48
2439,49
2440,49
2441,49
2442,49
2443,49
2444,49
2445,49
2446,49
2447,49
2448,49
2449,49
2450,49
2451,49
2452,49
2453,49
2454,49
2455,49
2456,49
2457,49
2458,50
2459,50
2460,50
2461,50
2462,50
2463,51
2464,51
2465,51
2466,51
2467,51
2468,51
2469,51
2470,51
2471,51
2472,51
2473,51
2474,51
2475,51
2476,51
2477,52
2478,52
2479,52
2480,53
2481,53
2482,53
2483,53
2484,53
2485,53
2486,53
2487,54
2488,54
2489,56
2490,56
2491,56
2492,56
2493,66
2494,78
2495,78
2496,79
2497,79
2498,79
2499,79
2500,79
2501,79
2502,79
2503,79
2504,81
2505,81
2506,81
2507,81
2508,81
2509,81
2510,81
2511,81
2512,81
2513,82
2514,82
2515,82
2516,82
