stu_id,exer_id,cpt_seq,label,label_eval,mapped_student_id,mapped_exercise_id,prob_A_fused,prob_no_A,a_support_mass_to_history,a_min_concept_train_freq,concept_count,student_train_count,a_query_support_degree_mean,a_query_top1_evidence_mean,a_query_top5_evidence_mass_mean,a_query_seq_top5_mass_mean,group_all,group_graph_hits_history,group_high_support_mass,group_multi_concept,support_mass_bin,query_degree_bin,query_top1_bin,query_top5_bin,query_seq_top5_bin,bce_gain_A_over_no_A
2,229,80,1,1.0,1,229,0.686091,0.60637355,0.9594929814338684,3539.0,1,198,109.0,0.5014469027519226,0.7038171291351318,0.4625341296195984,True,True,True,False,q4_high,q3_midhigh,q4_high,q4_high,q3_midhigh,0.12351403
2,277,98,1,1.0,1,277,0.684635,0.7621488,0.7765775918960571,16591.0,1,198,111.0,0.09201343357563019,0.2931491732597351,0.2931491732597351,True,True,False,False,q3_midhigh,q4_high,q1_low,q1_low,q1_low,-0.107255965
2,181,49,0,0.0,1,181,0.68969166,0.59013504,0.465999573469162,6343.0,1,198,110.0,0.24392439424991608,0.6250466704368591,0.36507558822631836,True,True,False,False,q2_midlow,q3_midhigh,q3_midhigh,q3_midhigh,q2_midlow,-0.27826136
2,170,46,1,1.0,1,170,0.7200978,0.77984184,0.9243192672729492,4043.0,1,198,109.0,0.22998084127902985,0.5805506110191345,0.23090070486068726,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q1_low,-0.07970415
2,118,33,1,1.0,1,118,0.9294369,0.8152345,0.9515708684921265,5707.0,1,198,105.0,0.5372216701507568,0.7748638391494751,0.5497279167175293,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q4_high,0.13110317
2,250,82,1,1.0,1,250,0.84610176,0.8374136,0.939763069152832,6758.0,1,198,109.0,0.14854872226715088,0.47729188203811646,0.47729188203811646,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q3_midhigh,0.010321543
2,174,47,0,0.0,1,174,0.46733692,0.26077077,0.844773530960083,2143.0,1,198,102.0,0.23814363777637482,0.44541019201278687,0.44541019201278687,True,True,False,False,q3_midhigh,q2_midlow,q3_midhigh,q2_midlow,q3_midhigh,-0.32771888
2,269,97,0,0.0,1,269,0.73722273,0.7062474,0.8559995889663696,3067.0,1,198,104.0,0.1276281625032425,0.3752007484436035,0.3752007484436035,True,True,False,False,q3_midhigh,q2_midlow,q1_low,q1_low,q2_midlow,-0.11143124
2,148,"39,46",0,0.0,1,148,0.6724004,0.63570565,0.9240694642066956,1154.0,2,198,103.5,0.35994917899370193,0.5883879959583282,0.24812963604927063,True,True,True,True,q4_high,q2_midlow,q4_high,q3_midhigh,q1_low,-0.10617018
2,77,25,0,0.0,1,77,0.43961346,0.58295286,0.6780498623847961,811.0,1,198,90.0,0.10466189682483673,0.3680960536003113,0.3680960536003113,True,True,False,False,q2_midlow,q1_low,q1_low,q1_low,q2_midlow,0.2954275
2,216,79,1,1.0,1,216,0.9193597,0.8515181,0.9525865316390991,8598.0,1,198,109.0,0.13964493572711945,0.4798092842102051,0.4798092842102051,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q4_high,0.07665668
2,299,99,0,0.0,1,299,0.655777,0.69585824,0.6969823241233826,5540.0,1,198,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q2_midlow,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.12379587
2,291,98,0,0.0,1,291,0.63182443,0.63157517,0.7765775918960571,16591.0,1,198,111.0,0.09201343357563019,0.2931491732597351,0.2931491732597351,True,True,False,False,q3_midhigh,q4_high,q1_low,q1_low,q1_low,-0.00067681074
2,167,"45,55",1,1.0,1,167,0.72673273,0.72137916,0.7573984563350677,4256.0,2,198,105.0,0.33530093729496,0.6904600560665131,0.3961135447025299,True,True,False,True,q3_midhigh,q2_midlow,q3_midhigh,q4_high,q2_midlow,0.007393867
2,190,52,0,0.0,1,190,0.35748407,0.45971963,0.8734357953071594,1167.0,1,198,94.0,0.08683273941278458,0.3015737235546112,0.3015737235546112,True,True,False,False,q3_midhigh,q1_low,q1_low,q1_low,q1_low,0.17330337
2,279,98,0,0.0,1,279,0.72483623,0.6417299,0.7765775918960571,16591.0,1,198,111.0,0.09201343357563019,0.2931491732597351,0.2931491732597351,True,True,False,False,q3_midhigh,q4_high,q1_low,q1_low,q1_low,-0.26392078
2,183,49,1,1.0,1,183,0.75660455,0.6600731,0.465999573469162,6343.0,1,198,110.0,0.24392439424991608,0.6250466704368591,0.36507558822631836,True,True,False,False,q2_midlow,q3_midhigh,q3_midhigh,q3_midhigh,q2_midlow,0.13649014
2,256,92,1,1.0,1,256,0.6215919,0.4193676,0.75620037317276,1084.0,1,198,92.0,0.08824940025806427,0.2520188093185425,0.2520188093185425,True,True,False,False,q3_midhigh,q1_low,q1_low,q1_low,q1_low,0.39353594
2,116,33,1,1.0,1,116,0.9060882,0.6729171,0.9515708684921265,5707.0,1,198,105.0,0.5372216701507568,0.7748638391494751,0.5497279167175293,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q4_high,0.29751444
2,188,52,1,1.0,1,188,0.8746158,0.6458851,0.8734357953071594,1167.0,1,198,94.0,0.08683273941278458,0.3015737235546112,0.3015737235546112,True,True,False,False,q3_midhigh,q1_low,q1_low,q1_low,q1_low,0.30316305
2,246,82,0,0.0,1,246,0.8908046,0.9391259,0.939763069152832,6758.0,1,198,109.0,0.14854872226715088,0.47729188203811646,0.47729188203811646,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q3_midhigh,0.58433104
2,260,96,0,0.0,1,260,0.5876225,0.4507675,0.8923022150993347,2067.0,1,198,100.0,0.12506471574306488,0.41443490982055664,0.41443490982055664,True,True,False,False,q3_midhigh,q2_midlow,q1_low,q1_low,q3_midhigh,-0.2865827
2,36,4,1,1.0,1,36,0.90444374,0.943359,0.6501520276069641,1248.0,1,198,102.0,0.13150732219219208,0.3278265595436096,0.3278265595436096,True,True,False,False,q2_midlow,q2_midlow,q2_midlow,q1_low,q1_low,-0.042126827
2,53,"6,9",0,0.0,1,53,0.620078,0.57814544,0.6999063491821289,3428.0,2,198,104.0,0.20638494938611984,0.5728041231632233,0.3135828375816345,True,True,False,True,q2_midlow,q2_midlow,q2_midlow,q2_midlow,q1_low,-0.104694724
2,111,"32,33",1,1.0,1,111,0.81900144,0.7049546,0.9401780068874359,4919.0,2,198,105.0,0.5427512526512146,0.7548691034317017,0.5097382366657257,True,True,True,True,q4_high,q2_midlow,q4_high,q4_high,q4_high,0.14995238
2,205,56,1,1.0,1,205,0.9043605,0.9052938,0.8532896637916565,2119.0,1,198,100.0,0.1913844794034958,0.5009568929672241,0.5009568929672241,True,True,False,False,q3_midhigh,q2_midlow,q2_midlow,q2_midlow,q4_high,-0.0010315254
2,91,29,1,1.0,1,91,0.72054267,0.69584423,0.4070957601070404,3948.0,1,198,95.0,0.4788525104522705,0.6588677167892456,0.36955973505973816,True,True,False,False,q1_low,q1_low,q4_high,q3_midhigh,q2_midlow,0.03487879
2,82,26,1,1.0,1,82,0.7596958,0.72623044,0.7308434247970581,1298.0,1,198,93.0,0.08423258364200592,0.28740978240966797,0.28740978240966797,True,True,False,False,q3_midhigh,q1_low,q1_low,q1_low,q1_low,0.04505077
2,71,"22,43",0,0.0,1,71,0.5988679,0.42002222,0.9483223557472229,71.0,2,198,71.0,0.38280631601810455,0.6412624716758728,0.324654683470726,True,True,True,True,q4_high,q1_low,q4_high,q3_midhigh,q1_low,-0.3686989
2,92,29,1,1.0,1,92,0.79700035,0.74751586,0.4070957601070404,3948.0,1,198,95.0,0.4788525104522705,0.6588677167892456,0.36955973505973816,True,True,False,False,q1_low,q1_low,q4_high,q3_midhigh,q2_midlow,0.064099625
2,240,81,1,1.0,1,240,0.87213683,0.86754847,0.9381228685379028,4980.0,1,198,105.0,0.2650064527988434,0.5111645460128784,0.5111645460128784,True,True,True,False,q4_high,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.0052749664
2,252,82,1,1.0,1,252,0.83983743,0.6800596,0.939763069152832,6758.0,1,198,109.0,0.14854872226715088,0.47729188203811646,0.47729188203811646,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q3_midhigh,0.21102788
2,121,34,1,1.0,1,121,0.8794387,0.92018175,0.9787224531173706,2426.0,1,198,97.0,0.26214829087257385,0.7786509990692139,0.6038922071456909,True,True,True,False,q4_high,q1_low,q3_midhigh,q4_high,q4_high,-0.04528735
2,149,"39,46",0,0.0,1,149,0.6593944,0.64468443,0.9240694642066956,1154.0,2,198,103.5,0.35994917899370193,0.5883879959583282,0.24812963604927063,True,True,True,True,q4_high,q2_midlow,q4_high,q3_midhigh,q1_low,-0.04228115
2,207,58,0,0.0,1,207,0.45270866,0.39018312,0.6563474535942078,4575.0,1,198,94.0,0.2846531569957733,0.6813564300537109,0.40065568685531616,True,True,False,False,q2_midlow,q1_low,q3_midhigh,q4_high,q2_midlow,-0.10817751
2,285,98,0,0.0,1,285,0.8261266,0.7315232,0.7765775918960571,16591.0,1,198,111.0,0.09201343357563019,0.2931491732597351,0.2931491732597351,True,True,False,False,q3_midhigh,q4_high,q1_low,q1_low,q1_low,-0.4344368
2,232,81,1,1.0,1,232,0.96775323,0.9555399,0.9381228685379028,4980.0,1,198,105.0,0.2650064527988434,0.5111645460128784,0.5111645460128784,True,True,True,False,q4_high,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.012700625
2,112,32,1,1.0,1,112,0.94876045,0.8732798,0.9287851452827454,4919.0,1,198,105.0,0.5482808351516724,0.7348743677139282,0.4697485566139221,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q3_midhigh,0.08290033
2,45,"6,11",1,1.0,1,45,0.8768066,0.86127055,0.6765053570270538,2595.0,2,198,103.5,0.20112423598766327,0.5730548799037933,0.31411661207675934,True,True,False,True,q2_midlow,q2_midlow,q2_midlow,q2_midlow,q1_low,0.017877772
2,271,97,1,1.0,1,271,0.5674597,0.55386955,0.8559995889663696,3067.0,1,198,104.0,0.1276281625032425,0.3752007484436035,0.3752007484436035,True,True,False,False,q3_midhigh,q2_midlow,q1_low,q1_low,q2_midlow,0.024240553
2,202,53,1,1.0,1,202,0.87422276,0.7270263,0.921341598033905,1969.0,1,198,92.0,0.12011285126209259,0.33718982338905334,0.33718982338905334,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q2_midlow,0.18437259
2,230,80,1,1.0,1,230,0.67616814,0.5721868,0.9594929814338684,3539.0,1,198,109.0,0.5014469027519226,0.7038171291351318,0.4625341296195984,True,True,True,False,q4_high,q3_midhigh,q4_high,q4_high,q3_midhigh,0.16697618
2,114,33,1,1.0,1,114,0.89764065,0.7508928,0.9515708684921265,5707.0,1,198,105.0,0.5372216701507568,0.7748638391494751,0.5497279167175293,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q4_high,0.17850688
2,215,79,1,1.0,1,215,0.9423792,0.87968236,0.9525865316390991,8598.0,1,198,109.0,0.13964493572711945,0.4798092842102051,0.4798092842102051,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q4_high,0.06884683
2,117,33,1,1.0,1,117,0.94770896,0.77195185,0.9515708684921265,5707.0,1,198,105.0,0.5372216701507568,0.7748638391494751,0.5497279167175293,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q4_high,0.20512529
2,106,30,1,1.0,1,106,0.40224165,0.4442825,0.9302661418914795,12646.0,1,198,116.0,0.2017665058374405,0.6710947751998901,0.40529054403305054,True,True,True,False,q4_high,q4_high,q2_midlow,q3_midhigh,q2_midlow,-0.09940755
2,52,"6,10",1,1.0,1,52,0.9058602,0.90856224,0.732065886259079,1322.0,2,198,104.0,0.2384510561823845,0.5731062889099121,0.30750058591365814,True,True,False,True,q3_midhigh,q2_midlow,q3_midhigh,q2_midlow,q1_low,-0.0029784292
3,323,99,1,1.0,2,323,0.7455443,0.70480454,0.06369088590145111,5540.0,1,18,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q1_low,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.056194037
3,320,99,1,1.0,2,320,0.9715836,0.97671264,0.06369088590145111,5540.0,1,18,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q1_low,q2_midlow,q3_midhigh,q2_midlow,q4_high,-0.005265169
3,329,99,1,1.0,2,329,0.8540803,0.8600267,0.06369088590145111,5540.0,1,18,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q1_low,q2_midlow,q3_midhigh,q2_midlow,q4_high,-0.006938219
3,319,99,0,0.0,2,319,0.6886292,0.7479108,0.06369088590145111,5540.0,1,18,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q1_low,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.21120143
4,560,"39,46",1,1.0,3,559,0.809745,0.9115165,0.9879166781902313,1154.0,2,392,103.5,0.35994917899370193,0.5883879959583282,0.24812963604927063,True,True,True,True,q4_high,q2_midlow,q4_high,q3_midhigh,q1_low,-0.11839027
4,335,"1,24,31,48",0,0.0,3,335,0.69790846,0.71310025,0.9922504872083664,2144.0,4,392,100.5,0.2147316262125969,0.6790236383676529,0.4551050141453743,True,True,True,True,q4_high,q2_midlow,q2_midlow,q4_high,q3_midhigh,0.051597238
4,367,7,1,1.0,3,367,0.90908617,0.9400945,0.9664720296859741,3866.0,1,392,94.0,0.5566365718841553,0.6810377836227417,0.3620755672454834,True,True,True,False,q4_high,q1_low,q4_high,q4_high,q2_midlow,-0.033540487
4,302,99,1,1.0,3,302,0.8154846,0.8125947,0.9067215323448181,5540.0,1,392,100.0,0.28699758648872375,0.4995911121368408,0.4995911121368408,True,True,False,False,q3_midhigh,q2_midlow,q3_midhigh,q2_midlow,q4_high,0.0035500526
4,510,"34,35,46",1,1.0,3,509,0.6117235,0.76116025,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.21856359
4,731,59,1,1.0,3,730,0.7626136,0.8421374,0.958105206489563,1086.0,1,392,96.0,0.3216039538383484,0.4932679831981659,0.4932679831981659,True,True,True,False,q4_high,q1_low,q3_midhigh,q2_midlow,q4_high,-0.09919168
4,719,54,1,1.0,3,718,0.7116503,0.8505538,0.9913421273231506,465.0,1,392,80.0,0.18447613716125488,0.37199416756629944,0.37199416756629944,True,True,True,False,q4_high,q1_low,q2_midlow,q1_low,q2_midlow,-0.17830104
4,567,"39,46",1,1.0,3,566,0.8384266,0.93688124,0.9879166781902313,1154.0,2,392,103.5,0.35994917899370193,0.5883879959583282,0.24812963604927063,True,True,True,True,q4_high,q2_midlow,q4_high,q3_midhigh,q1_low,-0.111029506
4,520,"34,35,46",1,1.0,3,519,0.8179065,0.8799212,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.07308434
4,590,44,1,1.0,3,589,0.8519053,0.87827367,0.9674556851387024,6390.0,1,392,110.0,0.3191126585006714,0.6720688939094543,0.41613876819610596,True,True,True,False,q4_high,q3_midhigh,q3_midhigh,q4_high,q3_midhigh,-0.030482888
4,629,48,1,1.0,3,628,0.75959384,0.7736297,0.9868923425674438,5358.0,1,392,111.0,0.17548441886901855,0.6708459258079529,0.41466739773750305,True,True,True,False,q4_high,q4_high,q2_midlow,q3_midhigh,q3_midhigh,-0.018309504
4,610,46,1,1.0,3,609,0.92306286,0.97375,0.9864927530288696,4043.0,1,392,109.0,0.22998084127902985,0.5805506110191345,0.23090070486068726,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q1_low,-0.053457253
4,849,106,1,1.0,3,848,0.6672248,0.71391135,0.9321540594100952,3759.0,1,392,104.0,0.23690378665924072,0.42670077085494995,0.42670077085494995,True,True,True,False,q4_high,q2_midlow,q3_midhigh,q1_low,q3_midhigh,-0.06763181
4,332,"1,44",1,1.0,3,332,0.8429707,0.87498593,0.9803920984268188,4550.0,2,392,106.0,0.2691460847854614,0.6647131443023682,0.4278900921344757,True,True,True,True,q4_high,q3_midhigh,q3_midhigh,q3_midhigh,q3_midhigh,-0.037275568
4,791,96,0,0.0,3,790,0.86788476,0.92684674,0.9550552368164062,2067.0,1,392,100.0,0.12506471574306488,0.41443490982055664,0.41443490982055664,True,True,True,False,q4_high,q2_midlow,q1_low,q1_low,q3_midhigh,0.59111786
4,539,"34,35,46",1,1.0,3,538,0.7173012,0.8536048,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.17397252
4,373,"7,44",0,0.0,3,373,0.765707,0.781082,0.9669638574123383,3866.0,2,392,102.0,0.43787461519241333,0.676553338766098,0.3891071677207947,True,True,True,True,q4_high,q2_midlow,q4_high,q4_high,q2_midlow,0.06787515
4,611,46,0,0.0,3,610,0.79169196,0.9017798,0.9864927530288696,4043.0,1,392,109.0,0.22998084127902985,0.5805506110191345,0.23090070486068726,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q1_low,0.7518058
4,702,53,1,1.0,3,701,0.846894,0.869046,0.9867849946022034,1969.0,1,392,92.0,0.12011285126209259,0.33718982338905334,0.33718982338905334,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q2_midlow,-0.025820449
4,670,50,1,1.0,3,669,0.83337617,0.8693604,0.9727222323417664,194.0,1,392,82.0,0.14759036898612976,0.33343929052352905,0.33343929052352905,True,True,True,False,q4_high,q1_low,q2_midlow,q1_low,q2_midlow,-0.042272642
4,693,53,1,1.0,3,692,0.8953063,0.931359,0.9867849946022034,1969.0,1,392,92.0,0.12011285126209259,0.33718982338905334,0.33718982338905334,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q2_midlow,-0.03947892
4,609,"45,58",1,1.0,3,608,0.8565858,0.9716457,0.9864121377468109,4575.0,2,392,98.0,0.3292367309331894,0.6887140870094299,0.3963995575904846,True,True,True,True,q4_high,q1_low,q3_midhigh,q4_high,q2_midlow,-0.12603676
4,662,49,1,1.0,3,661,0.93685925,0.958221,0.9868239760398865,6343.0,1,392,110.0,0.24392439424991608,0.6250466704368591,0.36507558822631836,True,True,True,False,q4_high,q3_midhigh,q3_midhigh,q3_midhigh,q2_midlow,-0.022545397
4,779,86,1,1.0,3,778,0.79869956,0.76229817,0.9725137948989868,1267.0,1,392,91.0,0.09907644242048264,0.251636266708374,0.251636266708374,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q1_low,0.046647057
4,671,50,1,1.0,3,670,0.8335763,0.87315756,0.9727222323417664,194.0,1,392,82.0,0.14759036898612976,0.33343929052352905,0.33343929052352905,True,True,True,False,q4_high,q1_low,q2_midlow,q1_low,q2_midlow,-0.046390742
4,357,"6,8",1,1.0,3,357,0.9024563,0.8750288,0.9564134478569031,1904.0,2,392,101.5,0.26999086886644363,0.5835087299346924,0.3243996202945709,True,True,True,True,q4_high,q2_midlow,q3_midhigh,q3_midhigh,q1_low,0.030863479
4,437,20,1,1.0,3,436,0.62372684,0.65744555,0.47495168447494507,4664.0,1,392,108.0,0.5,0.628787636756897,0.29122257232666016,True,True,False,False,q2_midlow,q3_midhigh,q4_high,q3_midhigh,q1_low,-0.05264941
4,740,79,1,1.0,3,739,0.9561497,0.94201344,0.978998064994812,8598.0,1,392,109.0,0.13964493572711945,0.4798092842102051,0.4798092842102051,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q4_high,0.014894951
4,483,30,1,1.0,3,482,0.80943877,0.8820059,0.990496814250946,12646.0,1,392,116.0,0.2017665058374405,0.6710947751998901,0.40529054403305054,True,True,True,False,q4_high,q4_high,q2_midlow,q3_midhigh,q2_midlow,-0.085857585
4,591,44,0,0.0,3,590,0.84352916,0.82444257,0.9674556851387024,6390.0,1,392,110.0,0.3191126585006714,0.6720688939094543,0.41613876819610596,True,True,True,False,q4_high,q3_midhigh,q3_midhigh,q4_high,q3_midhigh,-0.11509657
4,521,"34,35,46",1,1.0,3,520,0.81095755,0.8485012,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.045255795
4,171,46,1,1.0,3,171,0.85013986,0.933858,0.9864927530288696,4043.0,1,392,109.0,0.22998084127902985,0.5805506110191345,0.23090070486068726,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q1_low,-0.0939235
4,514,"34,35,46",1,1.0,3,513,0.7584072,0.862013,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.12804994
4,384,"12,13",0,0.0,3,384,0.61806214,0.5733769,0.9771825671195984,3403.0,2,392,104.5,0.6082810163497925,0.8017643094062805,0.6035284996032715,True,True,True,True,q4_high,q2_midlow,q4_high,q4_high,q4_high,-0.11064303
4,551,37,1,1.0,3,550,0.9648345,0.9951273,0.9882700443267822,3077.0,1,392,105.0,0.36878150701522827,0.6930388808250427,0.43986764550209045,True,True,True,False,q4_high,q2_midlow,q4_high,q4_high,q3_midhigh,-0.03091409
4,534,"34,35,46",1,1.0,3,533,0.67581344,0.81195444,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,-0.18352719
4,375,"7,44",1,1.0,3,375,0.8145647,0.82727844,0.9669638574123383,3866.0,2,392,102.0,0.43787461519241333,0.676553338766098,0.3891071677207947,True,True,True,True,q4_high,q2_midlow,q4_high,q4_high,q2_midlow,-0.015487447
4,573,"39,46",1,1.0,3,572,0.7966778,0.89450765,0.9879166781902313,1154.0,2,392,103.5,0.35994917899370193,0.5883879959583282,0.24812963604927063,True,True,True,True,q4_high,q2_midlow,q4_high,q3_midhigh,q1_low,-0.11582309
4,774,82,1,1.0,3,773,0.88918304,0.88495594,0.9816057085990906,6758.0,1,392,109.0,0.14854872226715088,0.47729188203811646,0.47729188203811646,True,True,True,False,q4_high,q3_midhigh,q2_midlow,q2_midlow,q3_midhigh,0.004765235
4,776,83,1,1.0,3,775,0.7449487,0.79265803,0.8750689625740051,278.0,1,392,85.0,0.07663092017173767,0.331732839345932,0.331732839345932,True,True,False,False,q3_midhigh,q1_low,q1_low,q1_low,q2_midlow,-0.062076584
4,851,117,1,1.0,3,850,0.59768164,0.48886657,0.9882378578186035,20.0,1,392,37.0,0.1576826572418213,0.37776613235473633,0.37776613235473633,True,True,True,False,q4_high,q1_low,q2_midlow,q1_low,q2_midlow,0.20096862
4,581,41,1,1.0,3,580,0.867426,0.8261222,0.9834205508232117,2307.0,1,392,92.0,0.11303182691335678,0.4143824279308319,0.4143824279308319,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q3_midhigh,0.04878743
4,441,"22,51",1,1.0,3,440,0.87637097,0.82405317,0.9319966733455658,1030.0,2,392,94.5,0.38023005425930023,0.6847233772277832,0.4190421849489212,True,True,True,True,q4_high,q1_low,q4_high,q4_high,q3_midhigh,0.061554417
4,331,"0,9",1,1.0,3,331,0.90015024,0.89094025,0.9862858057022095,2059.0,2,392,102.0,0.29636624455451965,0.6644019782543182,0.33939626812934875,True,True,True,True,q4_high,q2_midlow,q3_midhigh,q3_midhigh,q2_midlow,0.010284312
4,526,"34,35,46",0,0.0,3,525,0.6092087,0.768607,0.9905043840408325,1082.0,3,392,98.33333333333333,0.2622317423423131,0.6602906187375387,0.36404181520144147,True,True,True,True,q4_high,q1_low,q3_midhigh,q3_midhigh,q2_midlow,0.5240562
4,398,14,1,1.0,3,398,0.9690966,0.97303706,0.9786933064460754,3881.0,1,392,108.0,0.5144270062446594,0.7806447744369507,0.5651496052742004,True,True,True,False,q4_high,q3_midhigh,q4_high,q4_high,q4_high,-0.0040578768
4,736,67,1,1.0,3,735,0.82630134,0.9422175,0.9636558890342712,294.0,1,392,88.0,0.07135768979787827,0.24020054936408997,0.24020054936408997,True,True,True,False,q4_high,q1_low,q1_low,q1_low,q1_low,-0.13127664
4,645,49,1,1.0,3,644,0.9541337,0.9638954,0.9868239760398865,6343.0,1,392,110.0,0.24392439424991608,0.6250466704368591,0.36507558822631836,True,True,True,False,q4_high,q3_midhigh,q3_midhigh,q3_midhigh,q2_midlow,-0.010178965
