dataset,event_id,variant,mask_type,label,pred_prob,bce,query_concepts_mapped,masked_concepts,counterfactual_scope
assist_09,5810,full,target_concept_mask,1.0,0.9777687788009644,0.022482059393424778,98,98,student_concept_state_buffers
assist_09,5810,full,random_history_mask,1.0,0.9413543343544006,0.06043565941940251,98,30,student_concept_state_buffers
assist_09,5847,full,original,1.0,0.805230438709259,0.2166267832617797,56,,student_concept_state_buffers
assist_09,5847,full,target_concept_mask,1.0,0.8316897749900818,0.18429577429142263,56,56,student_concept_state_buffers
assist_09,5847,full,random_history_mask,1.0,0.805230438709259,0.2166267832617797,56,48,student_concept_state_buffers
assist_09,5906,full,original,1.0,0.8483344316482544,0.16448034399268444,46,,student_concept_state_buffers
assist_09,5906,full,target_concept_mask,1.0,0.937546968460083,0.06448842270176355,46,46,student_concept_state_buffers
assist_09,5906,full,random_history_mask,1.0,0.8483344316482544,0.16448034399268444,46,74,student_concept_state_buffers
assist_09,5982,full,original,0.0,0.29283425211906433,0.3464902022579184,70,,student_concept_state_buffers
assist_09,5982,full,target_concept_mask,0.0,0.5213661789894104,0.7368194394551294,70,70,student_concept_state_buffers
assist_09,5982,full,random_history_mask,0.0,0.29283425211906433,0.3464902022579184,70,47,student_concept_state_buffers
assist_09,6056,full,original,1.0,0.5298639535903931,0.6351349967257112,98,,student_concept_state_buffers
assist_09,6056,full,target_concept_mask,1.0,0.7916375398635864,0.2336516436095975,98,98,student_concept_state_buffers
assist_09,6056,full,random_history_mask,1.0,0.5249127745628357,0.6445231738837418,98,32,student_concept_state_buffers
assist_09,6173,full,original,1.0,0.8067848086357117,0.21469830223687264,"32,33",,student_concept_state_buffers
assist_09,6173,full,target_concept_mask,1.0,0.8677440285682678,0.1418585057755667,"32,33","32,33",student_concept_state_buffers
assist_09,6173,full,random_history_mask,1.0,0.8067848086357117,0.21469830223687264,"32,33","38,66",student_concept_state_buffers
assist_09,6250,full,original,0.0,0.7146180272102356,1.253926740651389,30,,student_concept_state_buffers
assist_09,6250,full,target_concept_mask,0.0,0.8397324681282043,1.8309107859093223,30,30,student_concept_state_buffers
assist_09,6250,full,random_history_mask,0.0,0.7146180272102356,1.253926740651389,30,3,student_concept_state_buffers
assist_09,6424,full,original,1.0,0.8983630537986755,0.10718100084846607,30,,student_concept_state_buffers
assist_09,6424,full,target_concept_mask,1.0,0.90889972448349,0.09552050498927699,30,30,student_concept_state_buffers
assist_09,6424,full,random_history_mask,1.0,0.8983630537986755,0.10718100084846607,30,121,student_concept_state_buffers
assist_09,6614,full,original,1.0,0.7474484443664551,0.2910899468431042,59,,student_concept_state_buffers
assist_09,6614,full,target_concept_mask,1.0,0.768971860408783,0.26270090259232903,59,59,student_concept_state_buffers
assist_09,6614,full,random_history_mask,1.0,0.7474484443664551,0.2910899468431042,59,80,student_concept_state_buffers
assist_09,6616,full,original,1.0,0.6572639346122742,0.4196696142088757,33,,student_concept_state_buffers
assist_09,6616,full,target_concept_mask,1.0,0.8993875980377197,0.10604119389145768,33,33,student_concept_state_buffers
assist_09,6616,full,random_history_mask,1.0,0.6572639346122742,0.4196696142088757,33,63,student_concept_state_buffers
assist_09,6664,full,original,1.0,0.5600166320800781,0.579788795550986,98,,student_concept_state_buffers
assist_09,6664,full,target_concept_mask,1.0,0.7819675207138062,0.24594207291342904,98,98,student_concept_state_buffers
assist_09,6664,full,random_history_mask,1.0,0.5600166320800781,0.579788795550986,98,47,student_concept_state_buffers
assist_09,6716,full,original,1.0,0.9633423686027527,0.03734640741534543,46,,student_concept_state_buffers
assist_09,6716,full,target_concept_mask,1.0,0.9693390727043152,0.031140808067685453,46,46,student_concept_state_buffers
assist_09,6716,full,random_history_mask,1.0,0.9633423686027527,0.03734640741534543,46,30,student_concept_state_buffers
assist_09,6755,full,original,0.0,0.35225579142570496,0.43425940041463046,98,,student_concept_state_buffers
assist_09,6755,full,target_concept_mask,0.0,0.695765495300293,1.189956477911182,98,98,student_concept_state_buffers
assist_09,6755,full,random_history_mask,0.0,0.35225579142570496,0.43425940041463046,98,37,student_concept_state_buffers
assist_09,6863,full,original,1.0,0.34139934182167053,1.0747023965039406,98,,student_concept_state_buffers
assist_09,6863,full,target_concept_mask,1.0,0.8079309463500977,0.21327868655116186,98,98,student_concept_state_buffers
assist_09,6863,full,random_history_mask,1.0,0.34139934182167053,1.0747023965039406,98,56,student_concept_state_buffers
assist_09,6887,full,original,1.0,0.7312262058258057,0.3130324200071102,42,,student_concept_state_buffers
assist_09,6887,full,target_concept_mask,1.0,0.8144229650497437,0.20527543484850516,42,42,student_concept_state_buffers
assist_09,6887,full,random_history_mask,1.0,0.7312262058258057,0.3130324200071102,42,45,student_concept_state_buffers
assist_09,7149,full,original,1.0,0.8045200109481812,0.21750943908877757,44,,student_concept_state_buffers
assist_09,7149,full,target_concept_mask,1.0,0.8176352977752686,0.20133888803887956,44,44,student_concept_state_buffers
assist_09,7149,full,random_history_mask,1.0,0.8045200109481812,0.21750943908877757,44,45,student_concept_state_buffers
assist_09,7325,full,original,1.0,0.897016704082489,0.10868079493119172,119,,student_concept_state_buffers
assist_09,7325,full,target_concept_mask,1.0,0.9212021827697754,0.08207574155320421,119,119,student_concept_state_buffers
assist_09,7325,full,random_history_mask,1.0,0.897016704082489,0.10868079493119172,119,18,student_concept_state_buffers
assist_09,7636,full,original,0.0,0.7862063646316528,1.5427440499252865,"58,104",,student_concept_state_buffers
assist_09,7636,full,target_concept_mask,0.0,0.8765326142311096,2.0917782406331122,"58,104","58,104",student_concept_state_buffers
assist_09,7636,full,random_history_mask,0.0,0.7861924767494202,1.5426790927475165,"58,104","8,79",student_concept_state_buffers
assist_09,7671,full,original,0.0,0.6781620383262634,1.1337070847134547,49,,student_concept_state_buffers
assist_09,7671,full,target_concept_mask,0.0,0.8669291138648987,2.016873314283547,49,49,student_concept_state_buffers
assist_09,7671,full,random_history_mask,0.0,0.6781620383262634,1.1337070847134547,49,6,student_concept_state_buffers
assist_09,7677,full,original,1.0,0.9088165760040283,0.09561199174053445,33,,student_concept_state_buffers
assist_09,7677,full,target_concept_mask,1.0,0.9451895356178284,0.056369804807871425,33,33,student_concept_state_buffers
assist_09,7677,full,random_history_mask,1.0,0.9088165760040283,0.09561199174053445,33,47,student_concept_state_buffers
assist_09,8359,full,original,0.0,0.9359561204910278,2.7481868132229605,90,,student_concept_state_buffers
assist_09,8359,full,target_concept_mask,0.0,0.9404804706573486,2.8214507960381057,90,90,student_concept_state_buffers
assist_09,8359,full,random_history_mask,0.0,0.9344785213470459,2.725377271728696,90,88,student_concept_state_buffers
assist_09,8395,full,original,1.0,0.8870923519134521,0.11980618494079122,94,,student_concept_state_buffers
assist_09,8395,full,target_concept_mask,1.0,0.9013654589653015,0.10384448877940529,94,94,student_concept_state_buffers
assist_09,8395,full,random_history_mask,1.0,0.8860034346580505,0.12103445179534823,94,88,student_concept_state_buffers
assist_09,8397,full,original,0.0,0.8992000222206116,2.2946171437874683,99,,student_concept_state_buffers
assist_09,8397,full,target_concept_mask,0.0,0.953549325466156,3.0693642921088053,99,99,student_concept_state_buffers
assist_09,8397,full,random_history_mask,0.0,0.8983924984931946,2.2866379128349315,99,7,student_concept_state_buffers
assist_09,8472,full,original,1.0,0.8446832895278931,0.16879352717445675,94,,student_concept_state_buffers
assist_09,8472,full,target_concept_mask,1.0,0.9128763675689697,0.09115482095291856,94,94,student_concept_state_buffers
assist_09,8472,full,random_history_mask,1.0,0.8442975878715515,0.16925025426735338,94,101,student_concept_state_buffers
assist_09,8740,full,original,1.0,0.6336140632629395,0.4563152429218372,86,,student_concept_state_buffers
assist_09,8740,full,target_concept_mask,1.0,0.6925950050354004,0.3673098589436614,86,86,student_concept_state_buffers
assist_09,8740,full,random_history_mask,1.0,0.6336140632629395,0.4563152429218372,86,41,student_concept_state_buffers
assist_09,8916,full,original,1.0,0.35955333709716797,1.0228927481607046,75,,student_concept_state_buffers
assist_09,8916,full,target_concept_mask,1.0,0.693726122379303,0.36567803270580806,75,75,student_concept_state_buffers
