query_concept,support_concept,hop,weight
34,58,3,0.48999999999999994
35,58,3,0.48999999999999994
46,58,3,0.48999999999999994
30,39,1,1.0
30,46,1,1.0
34,39,2,0.7
35,39,2,0.7
46,39,2,0.7
34,46,2,0.7
35,46,2,0.7
96,39,3,0.48999999999999994
96,46,3,0.48999999999999994
34,30,1,1.0
35,30,1,1.0
46,30,1,1.0
96,30,2,0.7
79,30,3,0.48999999999999994
96,34,1,1.0
96,35,1,1.0
96,46,1,1.0
79,34,2,0.7
79,35,2,0.7
79,46,2,0.7
53,34,3,0.48999999999999994
53,35,3,0.48999999999999994
53,46,3,0.48999999999999994
79,96,1,1.0
53,96,2,0.7
53,96,3,0.48999999999999994
53,79,1,1.0
53,79,2,0.7
32,79,3,0.48999999999999994
32,53,2,0.7
20,53,3,0.48999999999999994
32,53,1,1.0
20,53,2,0.7
93,53,3,0.48999999999999994
20,32,1,1.0
93,32,2,0.7
53,32,3,0.48999999999999994
93,20,1,1.0
53,20,2,0.7
98,20,3,0.48999999999999994
53,93,1,1.0
98,93,2,0.7
85,93,3,0.48999999999999994
98,53,1,1.0
85,53,2,0.7
34,53,3,0.48999999999999994
85,98,1,1.0
34,98,2,0.7
3,98,3,0.48999999999999994
121,98,3,0.48999999999999994
34,85,1,1.0
3,85,2,0.7
121,85,2,0.7
34,85,3,0.48999999999999994
35,85,3,0.48999999999999994
46,85,3,0.48999999999999994
3,34,1,1.0
121,34,1,1.0
35,34,2,0.7
46,34,2,0.7
6,34,3,0.48999999999999994
10,34,3,0.48999999999999994
34,3,1,1.0
35,3,1,1.0
46,3,1,1.0
34,121,1,1.0
35,121,1,1.0
46,121,1,1.0
6,3,2,0.7
10,3,2,0.7
6,121,2,0.7
10,121,2,0.7
9,3,3,0.48999999999999994
9,121,3,0.48999999999999994
6,34,1,1.0
10,34,1,1.0
6,35,1,1.0
10,35,1,1.0
6,46,1,1.0
10,46,1,1.0
9,34,2,0.7
9,35,2,0.7
9,46,2,0.7
29,34,3,0.48999999999999994
29,35,3,0.48999999999999994
29,46,3,0.48999999999999994
9,6,1,1.0
9,10,1,1.0
29,6,2,0.7
29,10,2,0.7
39,6,3,0.48999999999999994
46,6,3,0.48999999999999994
39,10,3,0.48999999999999994
46,10,3,0.48999999999999994
29,9,1,1.0
39,9,2,0.7
46,9,2,0.7
1,9,3,0.48999999999999994
24,9,3,0.48999999999999994
31,9,3,0.48999999999999994
48,9,3,0.48999999999999994
39,29,1,1.0
46,29,1,1.0
1,29,2,0.7
24,29,2,0.7
31,29,2,0.7
48,29,2,0.7
7,29,3,0.48999999999999994
1,39,1,1.0
24,39,1,1.0
31,39,1,1.0
48,39,1,1.0
1,46,1,1.0
24,46,1,1.0
31,46,1,1.0
48,46,1,1.0
7,39,2,0.7
7,46,2,0.7
99,39,3,0.48999999999999994
99,46,3,0.48999999999999994
7,1,1,1.0
7,24,1,1.0
7,31,1,1.0
7,48,1,1.0
99,1,2,0.7
99,24,2,0.7
99,31,2,0.7
99,48,2,0.7
34,1,3,0.48999999999999994
35,1,3,0.48999999999999994
46,1,3,0.48999999999999994
34,24,3,0.48999999999999994
35,24,3,0.48999999999999994
46,24,3,0.48999999999999994
34,31,3,0.48999999999999994
35,31,3,0.48999999999999994
46,31,3,0.48999999999999994
34,48,3,0.48999999999999994
35,48,3,0.48999999999999994
46,48,3,0.48999999999999994
99,7,1,1.0
34,7,2,0.7
35,7,2,0.7
46,7,2,0.7
59,7,3,0.48999999999999994
34,99,1,1.0
35,99,1,1.0
46,99,1,1.0
59,99,2,0.7
54,99,3,0.48999999999999994
59,34,1,1.0
59,35,1,1.0
59,46,1,1.0
54,34,2,0.7
54,35,2,0.7
54,46,2,0.7
39,34,3,0.48999999999999994
46,34,3,0.48999999999999994
39,35,3,0.48999999999999994
46,35,3,0.48999999999999994
39,46,3,0.48999999999999994
54,59,1,1.0
39,59,2,0.7
46,59,2,0.7
34,59,3,0.48999999999999994
35,59,3,0.48999999999999994
46,59,3,0.48999999999999994
39,54,1,1.0
46,54,1,1.0
34,54,2,0.7
35,54,2,0.7
46,54,2,0.7
44,54,3,0.48999999999999994
34,39,1,1.0
35,39,1,1.0
46,39,1,1.0
34,46,1,1.0
35,46,1,1.0
44,39,2,0.7
44,46,2,0.7
48,39,3,0.48999999999999994
48,46,3,0.48999999999999994
44,34,1,1.0
44,35,1,1.0
44,46,1,1.0
48,34,2,0.7
48,35,2,0.7
48,46,2,0.7
46,34,3,0.48999999999999994
46,35,3,0.48999999999999994
48,44,1,1.0
46,44,2,0.7
106,44,3,0.48999999999999994
46,48,1,1.0
106,48,2,0.7
1,48,3,0.48999999999999994
44,48,3,0.48999999999999994
106,46,1,1.0
1,46,2,0.7
44,46,2,0.7
96,46,3,0.48999999999999994
1,106,1,1.0
44,106,1,1.0
96,106,2,0.7
34,106,3,0.48999999999999994
35,106,3,0.48999999999999994
46,106,3,0.48999999999999994
96,1,1,1.0
96,44,1,1.0
34,1,2,0.7
35,1,2,0.7
46,1,2,0.7
34,44,2,0.7
35,44,2,0.7
46,44,2,0.7
7,1,3,0.48999999999999994
44,1,3,0.48999999999999994
7,44,3,0.48999999999999994
34,96,1,1.0
35,96,1,1.0
46,96,1,1.0
7,96,2,0.7
44,96,2,0.7
46,96,3,0.48999999999999994
7,34,1,1.0
44,34,1,1.0
7,35,1,1.0
44,35,1,1.0
7,46,1,1.0
44,46,1,1.0
46,34,2,0.7
46,35,2,0.7
53,34,3,0.48999999999999994
53,35,3,0.48999999999999994
53,46,3,0.48999999999999994
46,7,1,1.0
46,44,1,1.0
53,7,2,0.7
53,44,2,0.7
50,7,3,0.48999999999999994
50,44,3,0.48999999999999994
53,46,1,1.0
50,46,2,0.7
53,46,3,0.48999999999999994
50,53,1,1.0
45,53,3,0.48999999999999994
58,53,3,0.48999999999999994
53,50,1,1.0
45,50,2,0.7
58,50,2,0.7
49,50,3,0.48999999999999994
45,53,1,1.0
58,53,1,1.0
49,53,2,0.7
86,53,3,0.48999999999999994
49,45,1,1.0
49,58,1,1.0
86,45,2,0.7
86,58,2,0.7
50,45,3,0.48999999999999994
50,58,3,0.48999999999999994
86,49,1,1.0
50,49,2,0.7
6,49,3,0.48999999999999994
8,49,3,0.48999999999999994
50,86,1,1.0
6,86,2,0.7
8,86,2,0.7
20,86,3,0.48999999999999994
6,50,1,1.0
8,50,1,1.0
20,50,2,0.7
79,50,3,0.48999999999999994
20,6,1,1.0
20,8,1,1.0
79,6,2,0.7
79,8,2,0.7
30,6,3,0.48999999999999994
30,8,3,0.48999999999999994
79,20,1,1.0
30,20,2,0.7
44,20,3,0.48999999999999994
30,79,1,1.0
44,79,2,0.7
34,79,3,0.48999999999999994
35,79,3,0.48999999999999994
46,79,3,0.48999999999999994
44,30,1,1.0
34,30,2,0.7
35,30,2,0.7
46,30,2,0.7
46,30,3,0.48999999999999994
34,44,1,1.0
35,44,1,1.0
46,44,1,1.0
46,44,2,0.7
34,44,3,0.48999999999999994
35,44,3,0.48999999999999994
46,44,3,0.48999999999999994
46,34,1,1.0
46,35,1,1.0
35,34,2,0.7
46,34,2,0.7
34,35,2,0.7
46,35,2,0.7
34,46,2,0.7
35,46,2,0.7
12,34,3,0.48999999999999994
13,34,3,0.48999999999999994
12,35,3,0.48999999999999994
13,35,3,0.48999999999999994
12,46,3,0.48999999999999994
13,46,3,0.48999999999999994
34,46,1,1.0
35,46,1,1.0
12,46,2,0.7
13,46,2,0.7
37,46,3,0.48999999999999994
12,34,1,1.0
13,34,1,1.0
12,35,1,1.0
13,35,1,1.0
12,46,1,1.0
13,46,1,1.0
37,34,2,0.7
37,35,2,0.7
37,46,2,0.7
35,34,3,0.48999999999999994
46,34,3,0.48999999999999994
34,35,3,0.48999999999999994
46,35,3,0.48999999999999994
34,46,3,0.48999999999999994
35,46,3,0.48999999999999994
37,12,1,1.0
37,13,1,1.0
34,12,2,0.7
35,12,2,0.7
46,12,2,0.7
34,13,2,0.7
35,13,2,0.7
46,13,2,0.7
7,12,3,0.48999999999999994
44,12,3,0.48999999999999994
7,13,3,0.48999999999999994
44,13,3,0.48999999999999994
34,37,1,1.0
35,37,1,1.0
46,37,1,1.0
7,37,2,0.7
44,37,2,0.7
39,37,3,0.48999999999999994
46,37,3,0.48999999999999994
7,34,1,1.0
44,34,1,1.0
7,35,1,1.0
44,35,1,1.0
7,46,1,1.0
44,46,1,1.0
39,34,2,0.7
46,34,2,0.7
39,35,2,0.7
46,35,2,0.7
39,46,2,0.7
82,34,3,0.48999999999999994
82,35,3,0.48999999999999994
82,46,3,0.48999999999999994
39,7,1,1.0
46,7,1,1.0
39,44,1,1.0
46,44,1,1.0
82,7,2,0.7
82,44,2,0.7
83,7,3,0.48999999999999994
83,44,3,0.48999999999999994
82,39,1,1.0
82,46,1,1.0
83,39,2,0.7
83,46,2,0.7
117,39,3,0.48999999999999994
117,46,3,0.48999999999999994
83,82,1,1.0
117,82,2,0.7
41,82,3,0.48999999999999994
117,83,1,1.0
41,83,2,0.7
22,83,3,0.48999999999999994
51,83,3,0.48999999999999994
41,117,1,1.0
22,117,2,0.7
51,117,2,0.7
0,117,3,0.48999999999999994
9,117,3,0.48999999999999994
22,41,1,1.0
51,41,1,1.0
0,41,2,0.7
9,41,2,0.7
34,41,3,0.48999999999999994
35,41,3,0.48999999999999994
46,41,3,0.48999999999999994
0,22,1,1.0
9,22,1,1.0
0,51,1,1.0
9,51,1,1.0
34,22,2,0.7
35,22,2,0.7
46,22,2,0.7
34,51,2,0.7
35,51,2,0.7
46,51,2,0.7
14,22,3,0.48999999999999994
14,51,3,0.48999999999999994
34,0,1,1.0
35,0,1,1.0
46,0,1,1.0
34,9,1,1.0
35,9,1,1.0
46,9,1,1.0
14,0,2,0.7
14,9,2,0.7
67,0,3,0.48999999999999994
67,9,3,0.48999999999999994
14,34,1,1.0
14,35,1,1.0
14,46,1,1.0
67,34,2,0.7
67,35,2,0.7
67,46,2,0.7
49,34,3,0.48999999999999994
49,35,3,0.48999999999999994
49,46,3,0.48999999999999994
67,14,1,1.0
49,14,2,0.7
20,14,3,0.48999999999999994
49,67,1,1.0
20,67,2,0.7
88,67,3,0.48999999999999994
20,49,1,1.0
88,49,2,0.7
88,20,1,1.0
49,20,2,0.7
33,20,3,0.48999999999999994
49,88,1,1.0
33,88,2,0.7
34,88,3,0.48999999999999994
35,88,3,0.48999999999999994
46,88,3,0.48999999999999994
33,49,1,1.0
34,49,2,0.7
35,49,2,0.7
46,49,2,0.7
80,49,3,0.48999999999999994
34,33,1,1.0
35,33,1,1.0
46,33,1,1.0
80,33,2,0.7
96,33,3,0.48999999999999994
80,34,1,1.0
80,35,1,1.0
80,46,1,1.0
96,34,2,0.7
96,35,2,0.7
96,46,2,0.7
52,34,3,0.48999999999999994
52,35,3,0.48999999999999994
52,46,3,0.48999999999999994
96,80,1,1.0
52,80,2,0.7
98,80,3,0.48999999999999994
52,96,1,1.0
98,96,2,0.7
81,96,3,0.48999999999999994
98,52,1,1.0
81,52,2,0.7
30,52,3,0.48999999999999994
81,98,1,1.0
30,98,2,0.7
6,98,3,0.48999999999999994
9,98,3,0.48999999999999994
30,81,1,1.0
6,81,2,0.7
9,81,2,0.7
14,81,3,0.48999999999999994
6,30,1,1.0
9,30,1,1.0
14,30,2,0.7
93,30,3,0.48999999999999994
14,6,1,1.0
14,9,1,1.0
93,6,2,0.7
93,9,2,0.7
41,6,3,0.48999999999999994
41,9,3,0.48999999999999994
93,14,1,1.0
41,14,2,0.7
52,14,3,0.48999999999999994
41,93,1,1.0
52,93,2,0.7
23,93,3,0.48999999999999994
29,93,3,0.48999999999999994
52,41,1,1.0
23,41,2,0.7
29,41,2,0.7
34,41,3,0.48999999999999994
23,52,1,1.0
29,52,1,1.0
34,52,2,0.7
20,52,3,0.48999999999999994
34,23,1,1.0
34,29,1,1.0
20,23,2,0.7
20,29,2,0.7
1,23,3,0.48999999999999994
31,23,3,0.48999999999999994
49,23,3,0.48999999999999994
1,29,3,0.48999999999999994
31,29,3,0.48999999999999994
49,29,3,0.48999999999999994
20,34,1,1.0
1,34,2,0.7
31,34,2,0.7
49,34,2,0.7
30,34,3,0.48999999999999994
1,20,1,1.0
31,20,1,1.0
49,20,1,1.0
30,20,2,0.7
84,20,3,0.48999999999999994
30,1,1,1.0
30,31,1,1.0
30,49,1,1.0
84,1,2,0.7
84,31,2,0.7
84,49,2,0.7
33,1,3,0.48999999999999994
33,31,3,0.48999999999999994
33,49,3,0.48999999999999994
84,30,1,1.0
33,30,2,0.7
93,30,3,0.48999999999999994
33,84,1,1.0
93,84,2,0.7
98,84,3,0.48999999999999994
93,33,1,1.0
98,33,2,0.7
45,33,3,0.48999999999999994
58,33,3,0.48999999999999994
98,93,1,1.0
45,93,2,0.7
58,93,2,0.7
20,93,3,0.48999999999999994
45,98,1,1.0
58,98,1,1.0
20,98,2,0.7
46,98,3,0.48999999999999994
20,45,1,1.0
20,58,1,1.0
46,45,2,0.7
46,58,2,0.7
49,45,3,0.48999999999999994
49,58,3,0.48999999999999994
46,20,1,1.0
49,20,2,0.7
79,20,3,0.48999999999999994
49,46,1,1.0
79,46,2,0.7
48,46,3,0.48999999999999994
79,49,1,1.0
48,49,2,0.7
32,49,3,0.48999999999999994
48,79,1,1.0
32,79,2,0.7
30,79,3,0.48999999999999994
32,48,1,1.0
30,48,2,0.7
6,48,3,0.48999999999999994
11,48,3,0.48999999999999994
30,32,1,1.0
6,32,2,0.7
11,32,2,0.7
20,32,3,0.48999999999999994
6,30,1,1.0
11,30,1,1.0
20,30,2,0.7
29,30,3,0.48999999999999994
20,6,1,1.0
20,11,1,1.0
29,6,2,0.7
29,11,2,0.7
33,6,3,0.48999999999999994
33,11,3,0.48999999999999994
29,20,1,1.0
33,20,2,0.7
49,20,3,0.48999999999999994
33,29,1,1.0
49,29,2,0.7
45,29,3,0.48999999999999994
58,29,3,0.48999999999999994
49,33,1,1.0
45,33,2,0.7
58,33,2,0.7
82,33,3,0.48999999999999994
45,49,1,1.0
58,49,1,1.0
82,49,2,0.7
12,49,3,0.48999999999999994
13,49,3,0.48999999999999994
82,45,1,1.0
82,58,1,1.0
12,45,2,0.7
13,45,2,0.7
12,58,2,0.7
13,58,2,0.7
23,45,3,0.48999999999999994
29,45,3,0.48999999999999994
23,58,3,0.48999999999999994
29,58,3,0.48999999999999994
12,82,1,1.0
13,82,1,1.0
23,82,2,0.7
29,82,2,0.7
45,82,3,0.48999999999999994
58,82,3,0.48999999999999994
23,12,1,1.0
29,12,1,1.0
23,13,1,1.0
29,13,1,1.0
45,12,2,0.7
58,12,2,0.7
45,13,2,0.7
58,13,2,0.7
46,12,3,0.48999999999999994
46,13,3,0.48999999999999994
45,23,1,1.0
58,23,1,1.0
45,29,1,1.0
58,29,1,1.0
46,23,2,0.7
46,29,2,0.7
45,23,3,0.48999999999999994
58,23,3,0.48999999999999994
45,29,3,0.48999999999999994
58,29,3,0.48999999999999994
46,45,1,1.0
46,58,1,1.0
58,45,2,0.7
45,58,2,0.7
46,45,3,0.48999999999999994
46,58,3,0.48999999999999994
45,46,1,1.0
58,46,1,1.0
20,46,3,0.48999999999999994
46,45,1,1.0
46,58,1,1.0
20,45,2,0.7
20,58,2,0.7
33,45,3,0.48999999999999994
33,58,3,0.48999999999999994
20,46,1,1.0
33,46,2,0.7
33,20,1,1.0
46,20,2,0.7
46,33,1,1.0
20,33,2,0.7
45,33,3,0.48999999999999994
58,33,3,0.48999999999999994
20,46,1,1.0
45,46,2,0.7
58,46,2,0.7
81,46,3,0.48999999999999994
45,20,1,1.0
58,20,1,1.0
81,20,2,0.7
48,20,3,0.48999999999999994
81,45,1,1.0
81,58,1,1.0
48,45,2,0.7
48,58,2,0.7
15,45,3,0.48999999999999994
16,45,3,0.48999999999999994
15,58,3,0.48999999999999994
16,58,3,0.48999999999999994
48,81,1,1.0
15,81,2,0.7
16,81,2,0.7
46,81,3,0.48999999999999994
15,48,1,1.0
16,48,1,1.0
46,48,2,0.7
57,48,3,0.48999999999999994
46,15,1,1.0
46,16,1,1.0
57,15,2,0.7
57,16,2,0.7
20,15,3,0.48999999999999994
20,16,3,0.48999999999999994
57,46,1,1.0
20,46,2,0.7
37,46,3,0.48999999999999994
55,46,3,0.48999999999999994
20,57,1,1.0
37,57,2,0.7
55,57,2,0.7
29,57,3,0.48999999999999994
37,20,1,1.0
55,20,1,1.0
29,20,2,0.7
34,20,3,0.48999999999999994
35,20,3,0.48999999999999994
46,20,3,0.48999999999999994
29,37,1,1.0
29,55,1,1.0
34,37,2,0.7
35,37,2,0.7
46,37,2,0.7
34,55,2,0.7
35,55,2,0.7
46,55,2,0.7
34,29,1,1.0
35,29,1,1.0
46,29,1,1.0
55,45,1,1.0
45,55,1,1.0
55,45,2,0.7
45,55,2,0.7
55,45,3,0.48999999999999994
55,45,1,1.0
45,55,1,1.0
55,45,2,0.7
37,45,3,0.48999999999999994
55,45,3,0.48999999999999994
37,55,3,0.48999999999999994
55,45,1,1.0
37,45,2,0.7
55,45,2,0.7
37,55,2,0.7
37,55,1,1.0
79,81,1,1.0
46,81,2,0.7
79,81,3,0.48999999999999994
46,79,1,1.0
37,79,3,0.48999999999999994
79,46,1,1.0
37,46,2,0.7
32,46,3,0.48999999999999994
37,79,1,1.0
32,79,2,0.7
32,37,1,1.0
79,37,2,0.7
32,37,3,0.48999999999999994
79,32,1,1.0
80,32,3,0.48999999999999994
32,79,1,1.0
80,79,2,0.7
80,32,1,1.0
79,32,2,0.7
33,32,3,0.48999999999999994
79,80,1,1.0
33,80,2,0.7
81,80,3,0.48999999999999994
33,79,1,1.0
81,79,2,0.7
32,79,3,0.48999999999999994
81,33,1,1.0
32,33,2,0.7
79,33,3,0.48999999999999994
32,81,1,1.0
79,81,2,0.7
79,81,3,0.48999999999999994
79,32,1,1.0
79,32,2,0.7
34,32,3,0.48999999999999994
34,79,2,0.7
46,79,3,0.48999999999999994
34,79,1,1.0
46,79,2,0.7
32,79,3,0.48999999999999994
46,34,1,1.0
32,34,2,0.7
46,34,3,0.48999999999999994
32,46,1,1.0
46,32,1,1.0
46,32,2,0.7
80,32,3,0.48999999999999994
80,46,2,0.7
81,46,3,0.48999999999999994
80,46,1,1.0
81,46,2,0.7
37,46,3,0.48999999999999994
81,80,1,1.0
37,80,2,0.7
32,80,3,0.48999999999999994
37,81,1,1.0
32,81,2,0.7
37,81,3,0.48999999999999994
32,37,1,1.0
81,37,3,0.48999999999999994
37,32,1,1.0
81,32,2,0.7
81,37,1,1.0
32,37,2,0.7
46,37,3,0.48999999999999994
32,81,1,1.0
46,81,2,0.7
46,32,1,1.0
81,32,2,0.7
79,32,3,0.48999999999999994
81,46,1,1.0
79,46,2,0.7
79,81,1,1.0
119,79,3,0.48999999999999994
119,79,2,0.7
98,79,3,0.48999999999999994
119,79,1,1.0
98,79,2,0.7
98,119,1,1.0
80,3,1,1.0
80,121,1,1.0
7,3,2,0.7
7,121,2,0.7
5,3,3,0.48999999999999994
10,3,3,0.48999999999999994
