dataset,event_id,variant,mask_type,label,pred_prob,bce,query_concepts_mapped,masked_concepts,counterfactual_scope
assist_17,2253,full,original,0.0,0.5355662703514099,0.7669364012002887,5,,student_concept_state_buffers
assist_17,2253,full,target_concept_mask,0.0,0.5212056040763855,0.7364840097870031,5,5,student_concept_state_buffers
assist_17,2253,full,random_history_mask,0.0,0.5395981073379517,0.7756554912348481,5,63,student_concept_state_buffers
assist_17,2268,full,original,0.0,0.23682482540607452,0.27026768742490026,76,,student_concept_state_buffers
assist_17,2268,full,target_concept_mask,0.0,0.2915228605270386,0.3446374864651725,76,76,student_concept_state_buffers
assist_17,2268,full,random_history_mask,0.0,0.23682482540607452,0.27026768742490026,76,45,student_concept_state_buffers
assist_17,2373,full,original,0.0,0.16728775203227997,0.1830671371086295,26,,student_concept_state_buffers
assist_17,2373,full,target_concept_mask,0.0,0.1845671385526657,0.20403618839441198,26,26,student_concept_state_buffers
assist_17,2373,full,random_history_mask,0.0,0.16728775203227997,0.1830671371086295,26,27,student_concept_state_buffers
assist_17,2424,full,original,0.0,0.1971428245306015,0.21957844452946718,24,,student_concept_state_buffers
assist_17,2424,full,target_concept_mask,0.0,0.21206903457641602,0.23834480029248142,24,24,student_concept_state_buffers
assist_17,2424,full,random_history_mask,0.0,0.1971428245306015,0.21957844452946718,24,27,student_concept_state_buffers
assist_17,2477,full,original,0.0,0.5974211692810059,0.9098643485821609,67,,student_concept_state_buffers
assist_17,2477,full,target_concept_mask,0.0,0.6131261587142944,0.9496566306089428,67,67,student_concept_state_buffers
assist_17,2477,full,random_history_mask,0.0,0.5974211692810059,0.9098643485821609,67,66,student_concept_state_buffers
assist_17,2484,full,original,0.0,0.07463952898979187,0.07757191899299362,58,,student_concept_state_buffers
assist_17,2484,full,target_concept_mask,0.0,0.10869459807872772,0.11506814714210786,58,58,student_concept_state_buffers
assist_17,2484,full,random_history_mask,0.0,0.07691973447799683,0.08003908669792206,58,24,student_concept_state_buffers
assist_17,2603,full,original,0.0,0.06759270280599594,0.0699855456027643,88,,student_concept_state_buffers
assist_17,2603,full,target_concept_mask,0.0,0.08809845894575119,0.09222325410617917,88,88,student_concept_state_buffers
assist_17,2603,full,random_history_mask,0.0,0.06759270280599594,0.0699855456027643,88,63,student_concept_state_buffers
assist_17,2789,full,original,0.0,0.33488479256629944,0.40779500907013305,20,,student_concept_state_buffers
assist_17,2789,full,target_concept_mask,0.0,0.5741832852363586,0.853746272329284,20,20,student_concept_state_buffers
assist_17,2789,full,random_history_mask,0.0,0.33488479256629944,0.40779500907013305,20,45,student_concept_state_buffers
assist_17,2869,full,original,1.0,0.6693446040153503,0.40145624831204363,3,,student_concept_state_buffers
assist_17,2869,full,target_concept_mask,1.0,0.6524172425270081,0.42707097920530057,3,3,student_concept_state_buffers
assist_17,2869,full,random_history_mask,1.0,0.6694313287734985,0.4013266900250361,3,20,student_concept_state_buffers
assist_17,2927,full,original,0.0,0.10138817131519318,0.10690411897310363,4,,student_concept_state_buffers
assist_17,2927,full,target_concept_mask,0.0,0.16476036608219147,0.18003660857618098,4,4,student_concept_state_buffers
assist_17,2927,full,random_history_mask,0.0,0.1014179065823555,0.10693720974511142,4,12,student_concept_state_buffers
assist_17,3354,full,original,0.0,0.45748427510261536,0.6115382080016455,68,,student_concept_state_buffers
assist_17,3354,full,target_concept_mask,0.0,0.4085262715816498,0.5251380117346096,68,68,student_concept_state_buffers
assist_17,3354,full,random_history_mask,0.0,0.45745936036109924,0.6114922845964939,68,36,student_concept_state_buffers
assist_17,3453,full,original,1.0,0.5984761714935303,0.5133685684884249,66,,student_concept_state_buffers
assist_17,3453,full,target_concept_mask,1.0,0.6392330527305603,0.44748617633855275,66,66,student_concept_state_buffers
assist_17,3453,full,random_history_mask,1.0,0.5984761714935303,0.5133685684884249,66,53,student_concept_state_buffers
assist_17,3535,full,original,1.0,0.29998496174812317,1.2040229330886176,20,,student_concept_state_buffers
assist_17,3535,full,target_concept_mask,1.0,0.5581537485122681,0.5831208195853917,20,20,student_concept_state_buffers
assist_17,3535,full,random_history_mask,1.0,0.2998836636543274,1.204360667353985,20,33,student_concept_state_buffers
assist_17,3693,full,original,0.0,0.10627255588769913,0.11235442264925324,57,,student_concept_state_buffers
assist_17,3693,full,target_concept_mask,0.0,0.2431831657886505,0.27863401755508865,57,57,student_concept_state_buffers
assist_17,3693,full,random_history_mask,0.0,0.1062832623720169,0.11236640230649489,57,13,student_concept_state_buffers
assist_17,3754,full,original,0.0,0.2786504328250885,0.3266314226114527,14,,student_concept_state_buffers
assist_17,3754,full,target_concept_mask,0.0,0.3024164140224457,0.36013293593947976,14,14,student_concept_state_buffers
assist_17,3754,full,random_history_mask,0.0,0.2786504328250885,0.3266314226114527,14,35,student_concept_state_buffers
assist_17,3805,full,original,0.0,0.37438204884529114,0.4690153958617041,64,,student_concept_state_buffers
assist_17,3805,full,target_concept_mask,0.0,0.5245804190635681,0.7435575365651099,64,64,student_concept_state_buffers
assist_17,3805,full,random_history_mask,0.0,0.3743910789489746,0.46902982986066016,64,34,student_concept_state_buffers
assist_17,3826,full,original,1.0,0.8630459308624268,0.14728736699465744,57,,student_concept_state_buffers
assist_17,3826,full,target_concept_mask,1.0,0.8844506740570068,0.12278853397294164,57,57,student_concept_state_buffers
assist_17,3826,full,random_history_mask,1.0,0.8630459308624268,0.14728736699465744,57,25,student_concept_state_buffers
assist_17,3827,full,original,0.0,0.5095811486244202,0.7124954542841607,79,,student_concept_state_buffers
assist_17,3827,full,target_concept_mask,0.0,0.6530380249023438,1.0585400868909423,79,79,student_concept_state_buffers
assist_17,3827,full,random_history_mask,0.0,0.509564220905304,0.712460938019279,79,7,student_concept_state_buffers
assist_17,3868,full,original,0.0,0.2949860990047455,0.3495377586404949,10,,student_concept_state_buffers
assist_17,3868,full,target_concept_mask,0.0,0.4008212983608246,0.512195392071776,10,10,student_concept_state_buffers
assist_17,3868,full,random_history_mask,0.0,0.29544341564178467,0.35018663240429265,10,11,student_concept_state_buffers
assist_17,3939,full,original,1.0,0.5134823322296143,0.666539656768999,2,,student_concept_state_buffers
assist_17,3939,full,target_concept_mask,1.0,0.6291077136993408,0.46345279099771164,2,2,student_concept_state_buffers
assist_17,3939,full,random_history_mask,1.0,0.5134823322296143,0.666539656768999,2,51,student_concept_state_buffers
assist_17,4343,full,original,1.0,0.2531839609146118,1.3736389362374388,62,,student_concept_state_buffers
assist_17,4343,full,target_concept_mask,1.0,0.2938312292098999,1.224749726779879,62,62,student_concept_state_buffers
assist_17,4343,full,random_history_mask,1.0,0.2531839609146118,1.3736389362374388,62,85,student_concept_state_buffers
assist_17,4524,full,original,0.0,0.040060222148895264,0.04088472789305125,57,,student_concept_state_buffers
assist_17,4524,full,target_concept_mask,0.0,0.17115840315818787,0.187726219496718,57,57,student_concept_state_buffers
assist_17,4524,full,random_history_mask,0.0,0.040060222148895264,0.04088472789305125,57,34,student_concept_state_buffers
assist_17,4660,full,original,0.0,0.09637164324522018,0.1013371129032915,35,,student_concept_state_buffers
assist_17,4660,full,target_concept_mask,0.0,0.19073936343193054,0.21163424252651802,35,35,student_concept_state_buffers
assist_17,4660,full,random_history_mask,0.0,0.09637164324522018,0.1013371129032915,35,71,student_concept_state_buffers
assist_17,4743,full,original,0.0,0.12423721700906754,0.13266002038996577,20,,student_concept_state_buffers
assist_17,4743,full,target_concept_mask,0.0,0.2509026527404785,0.28888633427135885,20,20,student_concept_state_buffers
assist_17,4743,full,random_history_mask,0.0,0.12423721700906754,0.13266002038996577,20,79,student_concept_state_buffers
assist_17,4836,full,original,1.0,0.6403095126152039,0.44580360607046426,20,,student_concept_state_buffers
assist_17,4836,full,target_concept_mask,1.0,0.7475237846374512,0.29098915531052827,20,20,student_concept_state_buffers
assist_17,4836,full,random_history_mask,1.0,0.6403095126152039,0.44580360607046426,20,79,student_concept_state_buffers
assist_17,4911,full,original,0.0,0.21612989902496338,0.2435119598912657,12,,student_concept_state_buffers
assist_17,4911,full,target_concept_mask,0.0,0.2981002926826477,0.3539647522320965,12,12,student_concept_state_buffers
assist_17,4911,full,random_history_mask,0.0,0.21612510085105896,0.24350583877602816,12,5,student_concept_state_buffers
assist_17,5001,full,original,0.0,0.17234456539154053,0.18915835298511874,5,,student_concept_state_buffers
assist_17,5001,full,target_concept_mask,0.0,0.2589796185493469,0.29972714873279926,5,5,student_concept_state_buffers
assist_17,5001,full,random_history_mask,0.0,0.17204758524894714,0.18879959635577134,5,57,student_concept_state_buffers
assist_17,5019,full,original,1.0,0.31905946135520935,1.1423777943348397,0,,student_concept_state_buffers
assist_17,5019,full,target_concept_mask,1.0,0.45149582624435425,0.7951891503663757,0,0,student_concept_state_buffers
assist_17,5019,full,random_history_mask,1.0,0.31905946135520935,1.1423777943348397,0,53,student_concept_state_buffers
assist_17,5141,full,original,0.0,0.11628427356481552,0.12361984449206839,13,,student_concept_state_buffers
assist_17,5141,full,target_concept_mask,0.0,0.24345646798610687,0.2789952034385398,13,13,student_concept_state_buffers
assist_17,5141,full,random_history_mask,0.0,0.11628427356481552,0.12361984449206839,13,49,student_concept_state_buffers
assist_17,5233,full,original,1.0,0.5229251980781555,0.6483168498533826,68,,student_concept_state_buffers
assist_17,5233,full,target_concept_mask,1.0,0.5723250508308411,0.5580481783236906,68,68,student_concept_state_buffers
assist_17,5233,full,random_history_mask,1.0,0.5229668021202087,0.6482372928014741,68,58,student_concept_state_buffers
assist_17,5348,full,original,1.0,0.36961984634399414,0.9952802438380646,63,,student_concept_state_buffers
assist_17,5348,full,target_concept_mask,1.0,0.4310496747493744,0.8415319408807752,63,63,student_concept_state_buffers
assist_17,5348,full,random_history_mask,1.0,0.36984091997146606,0.9946823118202239,63,34,student_concept_state_buffers
assist_17,5427,full,original,1.0,0.5194478631019592,0.6549888332444704,39,,student_concept_state_buffers
assist_17,5427,full,target_concept_mask,1.0,0.5633605122566223,0.5738355142875691,39,39,student_concept_state_buffers
assist_17,5427,full,random_history_mask,1.0,0.5194478631019592,0.6549888332444704,39,35,student_concept_state_buffers
assist_17,5475,full,original,0.0,0.8205845952033997,1.718051464612484,63,,student_concept_state_buffers
assist_17,5475,full,target_concept_mask,0.0,0.855049192905426,1.9313608555404678,63,63,student_concept_state_buffers
assist_17,5475,full,random_history_mask,0.0,0.8205845952033997,1.718051464612484,63,6,student_concept_state_buffers
assist_17,5634,full,original,1.0,0.3641115725040436,1.0102949404441492,79,,student_concept_state_buffers
assist_17,5634,full,target_concept_mask,1.0,0.5188278555870056,0.6561831356392767,79,79,student_concept_state_buffers
assist_17,5634,full,random_history_mask,1.0,0.3640976846218109,1.010333083003032,79,44,student_concept_state_buffers
assist_17,5773,full,original,0.0,0.18080997467041016,0.1994392008823637,45,,student_concept_state_buffers
assist_17,5773,full,target_concept_mask,0.0,0.22287896275520325,0.25215916565634056,45,45,student_concept_state_buffers
assist_17,5773,full,random_history_mask,0.0,0.18097519874572754,0.19964091322582006,45,57,student_concept_state_buffers
assist_17,5861,full,original,0.0,0.5338478684425354,0.7632432355641343,32,,student_concept_state_buffers
assist_17,5861,full,target_concept_mask,0.0,0.7558035850524902,1.4097823982179252,32,32,student_concept_state_buffers
assist_17,5861,full,random_history_mask,0.0,0.5327689051628113,0.76093129395257,32,34,student_concept_state_buffers
assist_17,5867,full,original,1.0,0.37580910325050354,0.9786739686386201,33,,student_concept_state_buffers
assist_17,5867,full,target_concept_mask,1.0,0.4874735176563263,0.7185193127760233,33,33,student_concept_state_buffers
assist_17,5867,full,random_history_mask,1.0,0.37580910325050354,0.9786739686386201,33,3,student_concept_state_buffers
assist_17,6029,full,original,0.0,0.17424528300762177,0.19145750235410125,20,,student_concept_state_buffers
assist_17,6029,full,target_concept_mask,0.0,0.49414700269699097,0.6815091710675528,20,20,student_concept_state_buffers
assist_17,6029,full,random_history_mask,0.0,0.17572954297065735,0.1932565783763861,20,25,student_concept_state_buffers
assist_17,6096,full,original,0.0,0.2559579014778137,0.29565766171466473,70,,student_concept_state_buffers
assist_17,6096,full,target_concept_mask,0.0,0.2982676923274994,0.35420327578222593,70,70,student_concept_state_buffers
assist_17,6096,full,random_history_mask,0.0,0.2559587359428406,0.295658783244611,70,5,student_concept_state_buffers
assist_17,6218,full,original,0.0,0.07396656274795532,0.07684493564442355,20,,student_concept_state_buffers
assist_17,6218,full,target_concept_mask,0.0,0.3546675741672516,0.4379897060656196,20,20,student_concept_state_buffers
assist_17,6218,full,random_history_mask,0.0,0.07471500337123871,0.07765348446061933,20,0,student_concept_state_buffers
assist_17,6240,full,original,0.0,0.09473630785942078,0.09952900519191624,72,,student_concept_state_buffers
assist_17,6240,full,target_concept_mask,0.0,0.10698015987873077,0.11314648097139979,72,72,student_concept_state_buffers
assist_17,6240,full,random_history_mask,0.0,0.09473630785942078,0.09952900519191624,72,65,student_concept_state_buffers
assist_17,6296,full,original,0.0,0.257701575756073,0.29800392766308886,32,,student_concept_state_buffers
assist_17,6296,full,target_concept_mask,0.0,0.2487322986125946,0.28599323083140393,32,32,student_concept_state_buffers
assist_17,6296,full,random_history_mask,0.0,0.257701575756073,0.29800392766308886,32,35,student_concept_state_buffers
assist_17,6434,full,original,0.0,0.23153206706047058,0.2633564436931643,25,,student_concept_state_buffers
assist_17,6434,full,target_concept_mask,0.0,0.21313545107841492,0.23969915602348713,25,25,student_concept_state_buffers
assist_17,6434,full,random_history_mask,0.0,0.23152466118335724,0.26334680654226944,25,24,student_concept_state_buffers
assist_17,6444,full,original,0.0,0.3529103100299835,0.43527036971464766,14,,student_concept_state_buffers
assist_17,6444,full,target_concept_mask,0.0,0.616363525390625,0.9580598554843486,14,14,student_concept_state_buffers
assist_17,6444,full,random_history_mask,0.0,0.3525105118751526,0.4346527200964463,14,57,student_concept_state_buffers
assist_17,6454,full,original,1.0,0.3803647458553314,0.9666246291163305,11,,student_concept_state_buffers
assist_17,6454,full,target_concept_mask,1.0,0.40051141381263733,0.915013013971851,11,11,student_concept_state_buffers
assist_17,6454,full,random_history_mask,1.0,0.3781742751598358,0.9724001442149314,11,62,student_concept_state_buffers
assist_17,6601,full,original,0.0,0.16576342284679413,0.1812382511975583,32,,student_concept_state_buffers
assist_17,6601,full,target_concept_mask,0.0,0.24627776443958282,0.2827313666965601,32,32,student_concept_state_buffers
assist_17,6601,full,random_history_mask,0.0,0.16576342284679413,0.1812382511975583,32,1,student_concept_state_buffers
assist_17,7193,full,original,1.0,0.7717636227607727,0.2590769639762323,68,,student_concept_state_buffers
assist_17,7193,full,target_concept_mask,1.0,0.7663236856460571,0.2661506323798961,68,68,student_concept_state_buffers
assist_17,7193,full,random_history_mask,1.0,0.7713657021522522,0.2595926960162061,68,36,student_concept_state_buffers
assist_17,7282,full,original,1.0,0.7345168590545654,0.3085423305280627,37,,student_concept_state_buffers
assist_17,7282,full,target_concept_mask,1.0,0.813774585723877,0.2060718730446339,37,37,student_concept_state_buffers
assist_17,7282,full,random_history_mask,1.0,0.734407901763916,0.3086906802512827,37,36,student_concept_state_buffers
assist_17,7310,full,original,0.0,0.7311974167823792,1.3137780601947187,37,,student_concept_state_buffers
assist_17,7310,full,target_concept_mask,0.0,0.7823346853256226,1.5247966496899936,37,37,student_concept_state_buffers
assist_17,7310,full,random_history_mask,0.0,0.7312033176422119,1.313800012828254,37,38,student_concept_state_buffers
assist_17,7514,full,original,0.0,0.20776289701461792,0.23289455951441285,35,,student_concept_state_buffers
assist_17,7514,full,target_concept_mask,0.0,0.19352366030216217,0.21508071886167235,35,35,student_concept_state_buffers
assist_17,7514,full,random_history_mask,0.0,0.21348309516906738,0.24014106296916862,35,20,student_concept_state_buffers
assist_17,7652,full,original,1.0,0.4118238389492035,0.8871595964350333,1,,student_concept_state_buffers
assist_17,7652,full,target_concept_mask,1.0,0.42441514134407043,0.8570431958191762,1,1,student_concept_state_buffers
assist_17,7652,full,random_history_mask,1.0,0.4118780493736267,0.8870279701142247,1,46,student_concept_state_buffers
assist_17,7686,full,original,0.0,0.39916568994522095,0.5094360728811812,57,,student_concept_state_buffers
assist_17,7686,full,target_concept_mask,0.0,0.4932106137275696,0.6796597733897523,57,57,student_concept_state_buffers
assist_17,7686,full,random_history_mask,0.0,0.39916568994522095,0.5094360728811812,57,39,student_concept_state_buffers
assist_17,7838,full,original,1.0,0.3705762028694153,0.9926961796334501,7,,student_concept_state_buffers
assist_17,7838,full,target_concept_mask,1.0,0.5116429924964905,0.6701281774358809,7,7,student_concept_state_buffers
assist_17,7838,full,random_history_mask,1.0,0.3705762028694153,0.9926961796334501,7,48,student_concept_state_buffers
assist_17,7971,full,original,0.0,0.25969094038009644,0.30068753183962327,10,,student_concept_state_buffers
assist_17,7971,full,target_concept_mask,0.0,0.40845149755477905,0.5250115998633539,10,10,student_concept_state_buffers
assist_17,7971,full,random_history_mask,0.0,0.259775310754776,0.30080150475626305,10,45,student_concept_state_buffers
assist_17,7993,full,original,0.0,0.23353736102581024,0.2659693242271792,57,,student_concept_state_buffers
assist_17,7993,full,target_concept_mask,0.0,0.28432872891426086,0.3345343360440404,57,57,student_concept_state_buffers
assist_17,7993,full,random_history_mask,0.0,0.23353736102581024,0.2659693242271792,57,29,student_concept_state_buffers
assist_17,8133,full,original,0.0,0.28372475504875183,0.33369076556908056,46,,student_concept_state_buffers
assist_17,8133,full,target_concept_mask,0.0,0.2801564633846283,0.32872140084375934,46,46,student_concept_state_buffers
assist_17,8133,full,random_history_mask,0.0,0.28220134973526,0.3315661806483028,46,2,student_concept_state_buffers
assist_17,8315,full,original,1.0,0.4315536618232727,0.8403634150708743,4,,student_concept_state_buffers
assist_17,8315,full,target_concept_mask,1.0,0.4889101982116699,0.7155764501107575,4,4,student_concept_state_buffers
assist_17,8315,full,random_history_mask,1.0,0.41718652844429016,0.874221846778855,4,7,student_concept_state_buffers
assist_17,8528,full,original,0.0,0.2817811071872711,0.33098089175401124,35,,student_concept_state_buffers
assist_17,8528,full,target_concept_mask,0.0,0.3445901572704315,0.4224945249333815,35,35,student_concept_state_buffers
assist_17,8528,full,random_history_mask,0.0,0.2818687856197357,0.3311029767973923,35,44,student_concept_state_buffers
assist_17,8703,full,original,1.0,0.2167283147573471,1.5291107155821537,57,,student_concept_state_buffers
assist_17,8703,full,target_concept_mask,1.0,0.39570435881614685,0.9270879151949034,57,57,student_concept_state_buffers
assist_17,8703,full,random_history_mask,1.0,0.21617721021175385,1.5316567900095641,57,20,student_concept_state_buffers
assist_17,8706,full,original,0.0,0.284706711769104,0.3350626270644898,20,,student_concept_state_buffers
assist_17,8706,full,target_concept_mask,0.0,0.5180809497833252,0.7299791246445382,20,20,student_concept_state_buffers
assist_17,8706,full,random_history_mask,0.0,0.2854229807853699,0.3360644928595177,20,59,student_concept_state_buffers
assist_17,8827,full,original,1.0,0.3713126480579376,0.9907108541241251,54,,student_concept_state_buffers
assist_17,8827,full,target_concept_mask,1.0,0.3983268141746521,0.9204824695073011,54,54,student_concept_state_buffers
assist_17,8827,full,random_history_mask,1.0,0.3713126480579376,0.9907108541241251,54,42,student_concept_state_buffers
assist_17,8840,full,original,1.0,0.45138368010520935,0.7954375692061721,71,,student_concept_state_buffers
assist_17,8840,full,target_concept_mask,1.0,0.55753093957901,0.5842372801850564,71,71,student_concept_state_buffers
assist_17,8840,full,random_history_mask,1.0,0.45138368010520935,0.7954375692061721,71,52,student_concept_state_buffers
assist_17,9022,full,original,1.0,0.5326671600341797,0.6298585151025915,14,,student_concept_state_buffers
assist_17,9022,full,target_concept_mask,1.0,0.7550925612449646,0.2809149395721434,14,14,student_concept_state_buffers
assist_17,9022,full,random_history_mask,1.0,0.5326671600341797,0.6298585151025915,14,64,student_concept_state_buffers
assist_17,9078,full,original,0.0,0.19966089725494385,0.22271976269397342,11,,student_concept_state_buffers
assist_17,9078,full,target_concept_mask,0.0,0.2613462507724762,0.30292600744384546,11,11,student_concept_state_buffers
assist_17,9078,full,random_history_mask,0.0,0.199726864695549,0.2228021904538947,11,14,student_concept_state_buffers
assist_17,9163,full,original,1.0,0.5935748815536499,0.5215919034662544,32,,student_concept_state_buffers
assist_17,9163,full,target_concept_mask,1.0,0.6825715899467468,0.38188786372911404,32,32,student_concept_state_buffers
assist_17,9163,full,random_history_mask,1.0,0.5935748815536499,0.5215919034662544,32,39,student_concept_state_buffers
assist_17,9187,full,original,0.0,0.28531885147094727,0.33591878186488167,46,,student_concept_state_buffers
assist_17,9187,full,target_concept_mask,0.0,0.3671063482761383,0.4574528777080295,46,46,student_concept_state_buffers
assist_17,9187,full,random_history_mask,0.0,0.28531885147094727,0.33591878186488167,46,0,student_concept_state_buffers
assist_17,9487,full,original,0.0,0.17872391641139984,0.19689594884920342,58,,student_concept_state_buffers
assist_17,9487,full,target_concept_mask,0.0,0.19755980372428894,0.2200979485296664,58,58,student_concept_state_buffers
assist_17,9487,full,random_history_mask,0.0,0.17872391641139984,0.19689594884920342,58,48,student_concept_state_buffers
assist_17,9640,full,original,0.0,0.5131030678749084,0.7197028166449371,14,,student_concept_state_buffers
assist_17,9640,full,target_concept_mask,0.0,0.5071516036987305,0.7075536648046236,14,14,student_concept_state_buffers
assist_17,9640,full,random_history_mask,0.0,0.5115842819213867,0.7165883544652991,14,33,student_concept_state_buffers
assist_17,9955,full,original,1.0,0.2134810984134674,1.5442069822538784,20,,student_concept_state_buffers
assist_17,9955,full,target_concept_mask,1.0,0.45357733964920044,0.7905894844981282,20,20,student_concept_state_buffers
assist_17,9955,full,random_history_mask,1.0,0.2146657407283783,1.5386731549323156,20,57,student_concept_state_buffers
assist_17,10132,full,original,0.0,0.11121485382318497,0.11789975301867288,62,,student_concept_state_buffers
assist_17,10132,full,target_concept_mask,0.0,0.1189413070678711,0.12663103445670618,62,62,student_concept_state_buffers
assist_17,10132,full,random_history_mask,0.0,0.11121485382318497,0.11789975301867288,62,48,student_concept_state_buffers
assist_17,10460,full,original,1.0,0.6427673101425171,0.4419725018218585,78,,student_concept_state_buffers
assist_17,10460,full,target_concept_mask,1.0,0.6654465794563293,0.4072969156591471,78,78,student_concept_state_buffers
assist_17,10460,full,random_history_mask,1.0,0.6427673101425171,0.4419725018218585,78,62,student_concept_state_buffers
assist_17,10780,full,original,1.0,0.8013080358505249,0.22150984173158111,14,,student_concept_state_buffers
assist_17,10780,full,target_concept_mask,1.0,0.8226990699768066,0.19516479526029612,14,14,student_concept_state_buffers
assist_17,10780,full,random_history_mask,1.0,0.8013080358505249,0.22150984173158111,14,88,student_concept_state_buffers
assist_17,10998,full,original,1.0,0.12298416346311569,2.0956996842314055,58,,student_concept_state_buffers
assist_17,10998,full,target_concept_mask,1.0,0.14096656441688538,1.9592325485192976,58,58,student_concept_state_buffers
assist_17,10998,full,random_history_mask,1.0,0.12298416346311569,2.0956996842314055,58,37,student_concept_state_buffers
assist_17,11213,full,original,0.0,0.5209077596664429,0.7358621315641161,20,,student_concept_state_buffers
assist_17,11213,full,target_concept_mask,0.0,0.6688242554664612,1.105106094256903,20,20,student_concept_state_buffers
