dataset,case_id,learner_id_anonymized,query_item_id,query_concept_id,query_concept_name,true_label,query_mastery,query_recent_mastery,query_count,history_len,pred_global,pred_no_filter,pred_full,prediction_shift_full_minus_global,gate_alpha,support_col_index,support_valid_mask,support_concept_id,support_concept_name,global_support_prob,posterior_prob,posterior_minus_global,support_mastery,support_recent_mastery,support_count,support_identical_check_passed,train_only_support_check_passed,mean_pairwise_l1,mean_pairwise_js
assist_09,assist_09_Q29_S12,S1,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8886875510215759,,0.6332253813743591,-0.2554621696472168,0.1140956208109855,11,True,98,C98,0.007541391457016,0.1459821296014923,0.1384407381444762,-0.0098935961723327,-0.1755129694938659,34.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S1,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8886875510215759,,0.6332253813743591,-0.2554621696472168,0.1140956208109855,12,True,99,C99,0.0027642085210697,0.0171314336725933,0.0143672251515235,-0.1481462717056274,-0.6070986986160278,37.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,1,True,12,C12,0.0073850638445782,0.0039295514428735,-0.0034555124017046,-0.4073570668697357,-0.8066278100013733,2.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,2,True,14,C14,0.0176807574611057,0.0541203360383838,0.0364395785772781,0.2116261720657348,-0.0740755796432495,17.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,3,True,17,C17,0.0772345307149968,0.0625161931519656,-0.0147183375630311,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,4,True,18,C18,0.007645127983498,0.0118738288949691,0.0042287009114711,0.1628206968307495,0.3863064050674438,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,5,True,20,C20,0.011217983619224,0.2320596503819885,0.2208416667627645,-0.5461462736129761,-0.4212992191314697,47.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,6,True,23,C23,0.2119991911542808,0.1680334774923808,-0.0439657136619,0.2115950584411621,0.2956990003585815,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,7,True,29,C29,0.0500228336366125,0.0096057877868487,-0.0404170458497638,-0.3373951315879822,-0.2849273085594177,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,8,True,48,C48,0.0033738935321007,0.0814179987496981,0.0780441052175973,0.2848849594593048,0.9427875280380248,22.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,9,True,49,C49,0.6004126514901441,0.1509208658478328,-0.4494917856423113,-0.7202586531639099,-0.443634033203125,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,10,True,51,C51,0.0027223665853731,0.0624087469389731,0.0596863803535999,-0.2054999619722366,-0.4752214550971985,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,11,True,98,C98,0.007541391457016,0.1459821296014923,0.1384407381444762,-0.0098935961723327,-0.1755129694938659,34.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S2,,29,C29,0.0,-0.3373951315879822,-0.2849273085594177,,,0.8510714769363403,,0.4671900272369385,-0.38388144969940186,0.1140956208109855,12,True,99,C99,0.0027642085210697,0.0171314336725933,0.0143672251515235,-0.1481462717056274,-0.6070986986160278,37.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,1,True,12,C12,0.0073850638445782,0.0039295514428735,-0.0034555124017046,-0.4073570668697357,-0.8066278100013733,2.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,2,True,14,C14,0.0176807574611057,0.0541203360383838,0.0364395785772781,0.2116261720657348,-0.0740755796432495,17.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,3,True,17,C17,0.0772345307149968,0.0625161931519656,-0.0147183375630311,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,4,True,18,C18,0.007645127983498,0.0118738288949691,0.0042287009114711,0.1628206968307495,0.3863064050674438,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,5,True,20,C20,0.011217983619224,0.2320596503819885,0.2208416667627645,-0.5461462736129761,-0.4212992191314697,47.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,6,True,23,C23,0.2119991911542808,0.1680334774923808,-0.0439657136619,0.2115950584411621,0.2956990003585815,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,7,True,29,C29,0.0500228336366125,0.0096057877868487,-0.0404170458497638,-0.3373951315879822,-0.2849273085594177,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,8,True,48,C48,0.0033738935321007,0.0814179987496981,0.0780441052175973,0.2848849594593048,0.9427875280380248,22.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,9,True,49,C49,0.6004126514901441,0.1509208658478328,-0.4494917856423113,-0.7202586531639099,-0.443634033203125,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,10,True,51,C51,0.0027223665853731,0.0624087469389731,0.0596863803535999,-0.2054999619722366,-0.4752214550971985,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,11,True,98,C98,0.007541391457016,0.1459821296014923,0.1384407381444762,-0.0098935961723327,-0.1755129694938659,34.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S3,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8566769361495972,,0.6415645480155945,-0.21511238813400269,0.1140956208109855,12,True,99,C99,0.0027642085210697,0.0171314336725933,0.0143672251515235,-0.1481462717056274,-0.6070986986160278,37.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,1,True,12,C12,0.0073850638445782,0.0039295514428735,-0.0034555124017046,-0.4073570668697357,-0.8066278100013733,2.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,2,True,14,C14,0.0176807574611057,0.0541203360383838,0.0364395785772781,0.2116261720657348,-0.0740755796432495,17.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,3,True,17,C17,0.0772345307149968,0.0625161931519656,-0.0147183375630311,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,4,True,18,C18,0.007645127983498,0.0118738288949691,0.0042287009114711,0.1628206968307495,0.3863064050674438,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,5,True,20,C20,0.011217983619224,0.2320596503819885,0.2208416667627645,-0.5461462736129761,-0.4212992191314697,47.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,6,True,23,C23,0.2119991911542808,0.1680334774923808,-0.0439657136619,0.2115950584411621,0.2956990003585815,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,7,True,29,C29,0.0500228336366125,0.0096057877868487,-0.0404170458497638,-0.3373951315879822,-0.2849273085594177,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,8,True,48,C48,0.0033738935321007,0.0814179987496981,0.0780441052175973,0.2848849594593048,0.9427875280380248,22.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,9,True,49,C49,0.6004126514901441,0.1509208658478328,-0.4494917856423113,-0.7202586531639099,-0.443634033203125,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,10,True,51,C51,0.0027223665853731,0.0624087469389731,0.0596863803535999,-0.2054999619722366,-0.4752214550971985,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,11,True,98,C98,0.007541391457016,0.1459821296014923,0.1384407381444762,-0.0098935961723327,-0.1755129694938659,34.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S4,,29,C29,1.0,-0.3373951315879822,-0.2849273085594177,,,0.8819254636764526,,0.7560603022575378,-0.1258651614189148,0.1140956208109855,12,True,99,C99,0.0027642085210697,0.0171314336725933,0.0143672251515235,-0.1481462717056274,-0.6070986986160278,37.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,1,True,12,C12,0.0073850638445782,0.0039071313962687,-0.0034779324483094,-0.0075323702767491,-0.0280644837766885,16.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,2,True,14,C14,0.0176807574611057,0.0539523882633902,0.0362716308022845,0.0506383180618286,0.2415996789932251,14.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,3,True,17,C17,0.0772345307149968,0.0629280016272495,-0.0143065290877472,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,4,True,18,C18,0.007645127983498,0.0120395757557268,0.0043944477722287,-0.3139905929565429,-0.2971320748329162,4.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,5,True,20,C20,0.011217983619224,0.2325953861060553,0.2213774024868313,-0.7434424161911011,-1.0558204650878906,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,6,True,23,C23,0.2119991911542808,0.1713917271986308,-0.0406074639556499,-0.3654124140739441,-0.305046409368515,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,7,True,29,C29,0.0500228336366125,0.009542610199211,-0.0404802234374015,-0.20648193359375,0.2496490478515625,16.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,8,True,48,C48,0.0033738935321007,0.0804233692630721,0.0770494757309713,0.8915189504623413,0.9145092964172364,14.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,9,True,49,C49,0.6004126514901441,0.149219310938193,-0.451193340551951,-0.5767119526863098,-0.2939133644104004,26.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,10,True,51,C51,0.0027223665853731,0.0615363179993788,0.0588139514140056,0.0,0.0,0.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,11,True,98,C98,0.007541391457016,0.1457951248688303,0.1382537334118143,0.3876744508743286,-0.2177538871765136,52.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S5,,29,C29,0.0,-0.20648193359375,0.2496490478515625,,,0.820639431476593,,0.6705820560455322,-0.1500573754310608,0.1141575798392295,12,True,99,C99,0.0027642085210697,0.016669056383993,0.0139048478629232,0.1157968044281005,0.0144075155258178,10.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,1,True,12,C12,0.0073850638445782,0.0039071313962687,-0.0034779324483094,-0.0075323702767491,-0.0280644837766885,16.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,2,True,14,C14,0.0176807574611057,0.0539523882633902,0.0362716308022845,0.0506383180618286,0.2415996789932251,14.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,3,True,17,C17,0.0772345307149968,0.0629280016272495,-0.0143065290877472,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,4,True,18,C18,0.007645127983498,0.0120395757557268,0.0043944477722287,-0.3139905929565429,-0.2971320748329162,4.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,5,True,20,C20,0.011217983619224,0.2325953861060553,0.2213774024868313,-0.7434424161911011,-1.0558204650878906,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,6,True,23,C23,0.2119991911542808,0.1713917271986308,-0.0406074639556499,-0.3654124140739441,-0.305046409368515,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,7,True,29,C29,0.0500228336366125,0.009542610199211,-0.0404802234374015,-0.20648193359375,0.2496490478515625,16.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,8,True,48,C48,0.0033738935321007,0.0804233692630721,0.0770494757309713,0.8915189504623413,0.9145092964172364,14.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,9,True,49,C49,0.6004126514901441,0.149219310938193,-0.451193340551951,-0.5767119526863098,-0.2939133644104004,26.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,10,True,51,C51,0.0027223665853731,0.0615363179993788,0.0588139514140056,0.0,0.0,0.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,11,True,98,C98,0.007541391457016,0.1457951248688303,0.1382537334118143,0.3876744508743286,-0.2177538871765136,52.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S6,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.8130217790603638,,0.4024223387241363,-0.4105994403362275,0.1141575798392295,12,True,99,C99,0.0027642085210697,0.016669056383993,0.0139048478629232,0.1157968044281005,0.0144075155258178,10.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,1,True,12,C12,0.0073850638445782,0.0039071313962687,-0.0034779324483094,-0.0075323702767491,-0.0280644837766885,16.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,2,True,14,C14,0.0176807574611057,0.0539523882633902,0.0362716308022845,0.0506383180618286,0.2415996789932251,14.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,3,True,17,C17,0.0772345307149968,0.0629280016272495,-0.0143065290877472,0.1324284076690673,0.3203372955322265,1.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,4,True,18,C18,0.007645127983498,0.0120395757557268,0.0043944477722287,-0.3139905929565429,-0.2971320748329162,4.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,5,True,20,C20,0.011217983619224,0.2325953861060553,0.2213774024868313,-0.7434424161911011,-1.0558204650878906,35.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,6,True,23,C23,0.2119991911542808,0.1713917271986308,-0.0406074639556499,-0.3654124140739441,-0.305046409368515,6.0,True,True,0.1725322904243775,0.0073423780173345
assist_09,assist_09_Q29_S12,S7,,29,C29,1.0,-0.20648193359375,0.2496490478515625,,,0.898081362247467,,0.8876246809959412,-0.010456681251525879,0.1141575798392295,7,True,29,C29,0.0500228336366125,0.009542610199211,-0.0404802234374015,-0.20648193359375,0.2496490478515625,16.0,True,True,0.1725322904243775,0.0073423780173345
