case_id,rank,row_concept,col_concept,row_order,col_order,a_weight,item_prior,seq_prior,source,row_is_query,col_is_query
A01_row39811,1,C98,C81,4,6,0.07622294872999191,0.0,0.04236319288611412,seq,0,0
A01_row39811,1,C98,C13,4,7,0.0,0.0,0.008771238848567009,seq,0,0
A01_row39811,1,C14,C58,5,0,0.009298650547862053,0.0,0.02105528861284256,seq,0,1
A01_row39811,1,C14,C45,5,1,0.004355365410447121,0.0,0.013421333394944668,seq,0,0
A01_row39811,1,C14,C104,5,2,0.0,0.0,0.0012041026493534446,seq,0,0
A01_row39811,1,C14,C32,5,3,0.0,0.0,0.006486548110842705,seq,0,0
A01_row39811,1,C14,C98,5,4,0.031244955956935883,0.0,0.11446619033813477,seq,0,0
A01_row39811,1,C14,C14,5,5,0.050043076276779175,0.0,0.0,self,0,0
A01_row39811,1,C14,C81,5,6,0.0,0.0,0.009023639373481274,seq,0,0
A01_row39811,1,C14,C13,5,7,0.05564814805984497,0.0,0.28613609075546265,seq,0,0
A01_row39811,1,C81,C58,6,0,0.0,0.0,0.012993724085390568,seq,0,1
A01_row39811,1,C81,C45,6,1,0.0,0.0,0.02028178982436657,seq,0,0
A01_row39811,1,C81,C104,6,2,0.0,0.0,0.0010873377323150635,seq,0,0
A01_row39811,1,C81,C32,6,3,0.07918461412191391,0.0,0.03157607093453407,seq,0,0
A01_row39811,1,C81,C98,6,4,0.0956011414527893,0.0,0.07373011857271194,seq,0,0
A01_row39811,1,C81,C14,6,5,0.0,0.0,0.005273150280117989,seq,0,0
A01_row39811,1,C81,C81,6,6,0.05043480545282364,0.0,0.0,self,0,0
A01_row39811,1,C81,C13,6,7,0.0,0.0,0.0029842588119208813,seq,0,0
A01_row39811,1,C13,C58,7,0,0.003058856353163719,0.0,0.018045170232653618,seq,0,1
A01_row39811,1,C13,C45,7,1,0.0,0.0,0.008792104199528694,seq,0,0
A01_row39811,1,C13,C104,7,2,0.0,0.0,0.0023830507416278124,seq,0,0
A01_row39811,1,C13,C32,7,3,0.0,0.0,0.005948464851826429,seq,0,0
A01_row39811,1,C13,C98,7,4,0.003937225788831711,0.0,0.030871307477355003,seq,0,0
A01_row39811,1,C13,C14,7,5,0.016248559579253197,0.0,0.37209540605545044,seq,0,0
A01_row39811,1,C13,C81,7,6,0.0,0.0,0.0074632009491324425,seq,0,0
A01_row39811,1,C13,C13,7,7,0.05003250390291214,0.0,0.0,self,0,0
A02_row10377,2,C89,C89,0,0,0.05047889053821564,0.0,0.0,self,1,1
A02_row10377,2,C89,C99,0,1,0.1298234909772873,0.0,0.06656492501497269,seq,1,0
A02_row10377,2,C89,C98,0,2,0.12694469094276428,0.0,0.07797778397798538,seq,1,0
A02_row10377,2,C89,C93,0,3,0.1162872165441513,0.0,0.03685716539621353,seq,1,0
A02_row10377,2,C89,C20,0,4,0.10398457944393158,0.0,0.027479607611894608,seq,1,0
A02_row10377,2,C89,C7,0,5,0.09230492264032364,0.0,0.07015402615070343,seq,1,0
A02_row10377,2,C89,C44,0,6,0.08250358700752258,0.0,0.07171474397182465,seq,1,0
A02_row10377,2,C89,C26,0,7,0.06688754260540009,0.0,0.029497241601347923,seq,1,0
A02_row10377,2,C89,C29,0,8,0.06653746962547302,0.0,0.02076268382370472,seq,1,0
A02_row10377,2,C99,C89,1,0,0.0,0.0,0.014204136095941067,seq,0,1
A02_row10377,2,C99,C99,1,1,0.050462640821933746,0.0,0.0,self,0,0
A02_row10377,2,C99,C98,1,2,0.15299935638904572,0.0,0.28699761629104614,seq,0,0
A02_row10377,2,C99,C93,1,3,0.10033957660198212,0.0,0.029069773852825165,seq,0,0
A02_row10377,2,C99,C20,1,4,0.0,0.0,0.016209585592150688,seq,0,0
A02_row10377,2,C99,C7,1,5,0.07801522314548492,0.0,0.05535922572016716,seq,0,0
A02_row10377,2,C99,C44,1,6,0.07721252739429474,0.0,0.06276821345090866,seq,0,0
A02_row10377,2,C99,C26,1,7,0.0,0.0,0.0033053280785679817,seq,0,0
A02_row10377,2,C99,C29,1,8,0.0,0.0,0.010815395042300224,seq,0,0
A02_row10377,2,C98,C89,2,0,0.0,0.0,0.005423819646239281,seq,0,1
A02_row10377,2,C98,C99,2,1,0.1606481373310089,0.0,0.09201343357563019,seq,0,0
A02_row10377,2,C98,C98,2,2,0.05033969134092331,0.0,0.0,self,0,0
A02_row10377,2,C98,C93,2,3,0.0,0.0,0.0019562372472137213,seq,0,0
A02_row10377,2,C98,C20,2,4,0.0,0.0,0.021033788099884987,seq,0,0
A02_row10377,2,C98,C7,2,5,0.0,0.0,0.016859879717230797,seq,0,0
A02_row10377,2,C98,C44,2,6,0.0,0.0,0.01261624414473772,seq,0,0
A02_row10377,2,C98,C26,2,7,0.0,0.0,0.0034438148140907288,seq,0,0
A02_row10377,2,C98,C29,2,8,0.0,0.0,0.010601161047816277,seq,0,0
A02_row10377,2,C93,C89,3,0,0.09628883749246597,0.0,0.04609981179237366,seq,0,1
A02_row10377,2,C93,C99,3,1,0.14482951164245605,0.0,0.10619164258241653,seq,0,0
A02_row10377,2,C93,C98,3,2,0.058040767908096313,0.0,0.03679090365767479,seq,0,0
A02_row10377,2,C93,C93,3,3,0.05080428346991539,0.0,0.0,self,0,0
A02_row10377,2,C93,C20,3,4,0.0,0.0,0.010650855489075184,seq,0,0
A02_row10377,2,C93,C7,3,5,0.09757362306118011,0.0,0.08273598551750183,seq,0,0
A02_row10377,2,C93,C44,3,6,0.08435746282339096,0.0,0.11955767124891281,seq,0,0
A02_row10377,2,C93,C26,3,7,0.0,0.0,0.004506999161094427,seq,0,0
A02_row10377,2,C93,C29,3,8,0.0,0.0,0.010988063178956509,seq,0,0
A02_row10377,2,C20,C89,4,0,0.0,0.0,0.013372753746807575,seq,0,1
A02_row10377,2,C20,C99,4,1,0.06268250197172165,0.0,0.034083981066942215,seq,0,0
A02_row10377,2,C20,C98,4,2,0.2213371992111206,0.0,0.14599670469760895,seq,0,0
A02_row10377,2,C20,C93,4,3,0.0,0.0,0.004758168011903763,seq,0,0
A02_row10377,2,C20,C20,4,4,0.050671689212322235,0.0,0.0,self,0,0
A02_row10377,2,C20,C7,4,5,0.0,0.0,0.01281239464879036,seq,0,0
A02_row10377,2,C20,C44,4,6,0.0,0.0,0.014133471064269543,seq,0,0
A02_row10377,2,C20,C26,4,7,0.0,0.0,0.006980755366384983,seq,0,0
A02_row10377,2,C20,C29,4,8,0.1201590746641159,0.0,0.041192565113306046,seq,0,0
A02_row10377,2,C7,C89,5,0,0.0,0.0,0.017100654542446136,seq,0,1
A02_row10377,2,C7,C99,5,1,0.015385482460260391,0.0,0.04986361786723137,seq,0,0
A02_row10377,2,C7,C98,5,2,0.01167912408709526,0.0,0.046331360936164856,seq,0,0
A02_row10377,2,C7,C93,5,3,0.012644508853554726,0.0,0.02699749730527401,seq,0,0
A02_row10377,2,C7,C20,5,4,0.0,0.0,0.0058541796170175076,seq,0,0
A02_row10377,2,C7,C7,5,5,0.05003303289413452,0.0,0.0,self,0,0
A02_row10377,2,C7,C44,5,6,0.8303079605102539,1.0,0.11327312886714935,item+seq,0,0
A02_row10377,2,C7,C26,5,7,0.0,0.0,0.0018537823343649507,seq,0,0
A02_row10377,2,C7,C29,5,8,0.0,0.0,0.006907339673489332,seq,0,0
A02_row10377,2,C44,C89,6,0,0.0,0.0,0.014589465223252773,seq,0,1
A02_row10377,2,C44,C99,6,1,0.0030684219673275948,0.0,0.036288224160671234,seq,0,0
A02_row10377,2,C44,C98,6,2,0.001264947815798223,0.0,0.026356108486652374,seq,0,0
A02_row10377,2,C44,C93,6,3,0.0,0.0,0.01925615966320038,seq,0,0
A02_row10377,2,C44,C20,6,4,0.0,0.0,0.00451584393158555,seq,0,0
A02_row10377,2,C44,C7,6,5,0.2872844934463501,0.1980198174715042,0.07416023313999176,item+seq,0,0
A02_row10377,2,C44,C44,6,6,0.050004176795482635,0.0,0.0,self,0,0
A02_row10377,2,C44,C26,6,7,0.0,0.0,0.0008495870279148221,seq,0,0
A02_row10377,2,C44,C29,6,8,0.0,0.0,0.01125228963792324,seq,0,0
A02_row10377,2,C26,C89,7,0,0.11791783571243286,0.0,0.04822260141372681,seq,0,1
A02_row10377,2,C26,C99,7,1,0.0499863363802433,0.0,0.02237052656710148,seq,0,0
A02_row10377,2,C26,C98,7,2,0.15660710632801056,0.0,0.08423258364200592,seq,0,0
A02_row10377,2,C26,C93,7,3,0.0,0.0,0.005398495122790337,seq,0,0
A02_row10377,2,C26,C20,7,4,0.09834972023963928,0.0,0.023061947897076607,seq,0,0
A02_row10377,2,C26,C7,7,5,0.0,0.0,0.012610863894224167,seq,0,0
A02_row10377,2,C26,C44,7,6,0.0,0.0,0.013577798381447792,seq,0,0
A02_row10377,2,C26,C26,7,7,0.05053684860467911,0.0,0.0,self,0,0
A02_row10377,2,C26,C29,7,8,0.0,0.0,0.01445849984884262,seq,0,0
A02_row10377,2,C29,C89,8,0,0.0,0.0,0.009733782149851322,seq,0,1
A02_row10377,2,C29,C99,8,1,0.0027516738045960665,0.0,0.021659990772604942,seq,0,0
A02_row10377,2,C29,C98,8,2,0.007520090788602829,0.0,0.059749387204647064,seq,0,0
A02_row10377,2,C29,C93,8,3,0.0,0.0,0.005929321050643921,seq,0,0
A02_row10377,2,C29,C20,8,4,0.01119169034063816,0.0,0.040779370814561844,seq,0,0
A02_row10377,2,C29,C7,8,5,0.0,0.0,0.0117496894672513,seq,0,0
A02_row10377,2,C29,C44,8,6,0.0,0.0,0.027539504691958427,seq,0,0
A02_row10377,2,C29,C26,8,7,0.0,0.0,0.005076747853308916,seq,0,0
A02_row10377,2,C29,C29,8,8,0.05002283304929733,0.0,0.0,self,0,0
A03_row7398,3,C32,C32,0,0,0.05002943053841591,0.0,0.0,self,1,1
A03_row7398,3,C32,C33,0,1,0.8673888444900513,1.0,0.09656154364347458,item+seq,1,1
A03_row7398,3,C32,C98,0,2,0.013780687004327774,0.0,0.07277209311723709,seq,1,0
A03_row7398,3,C32,C58,0,3,0.012508880347013474,0.0,0.04966938495635986,seq,1,0
A03_row7398,3,C32,C30,0,4,0.011629224754869938,0.0,0.170384481549263,seq,1,0
A03_row7398,3,C32,C79,0,5,0.011495505459606647,0.0,0.08036106079816818,seq,1,0
A03_row7398,3,C32,C81,0,6,0.00895668938755989,0.0,0.041320379823446274,seq,1,0
A03_row7398,3,C32,C82,0,7,0.006454162299633026,0.0,0.03750298172235489,seq,1,0
A03_row7398,3,C32,C97,0,8,0.0,0.0,0.011618428863584995,seq,1,0
A03_row7398,3,C32,C46,0,9,0.0,0.0,0.008534100838005543,seq,1,0
A03_row7398,3,C33,C32,1,0,0.9039604663848877,1.0,0.0744435116648674,item+seq,1,1
A03_row7398,3,C33,C33,1,1,0.05002539977431297,0.0,0.0,self,1,1
A03_row7398,3,C33,C98,1,2,0.00926491990685463,0.0,0.09156434237957001,seq,1,0
A03_row7398,3,C33,C58,1,3,0.0,0.0,0.0018211747519671917,seq,1,0
A03_row7398,3,C33,C30,1,4,0.007786876522004604,0.0,0.2987578213214874,seq,1,0
A03_row7398,3,C33,C79,1,5,0.004913944751024246,0.0,0.04562105983495712,seq,1,0
A03_row7398,3,C33,C81,1,6,0.002983496058732271,0.0,0.020054051652550697,seq,1,0
A03_row7398,3,C33,C82,1,7,0.00371926324442029,0.0,0.030840488150715828,seq,1,0
A03_row7398,3,C33,C97,1,8,0.0045540486462414265,0.0,0.016342004761099815,seq,1,0
A03_row7398,3,C33,C46,1,9,0.004373898729681969,0.0,0.015858018770813942,seq,1,0
A03_row7398,3,C98,C32,2,0,0.07455938309431076,0.0,0.031022697687149048,seq,0,1
A03_row7398,3,C98,C33,2,1,0.08800704777240753,0.0,0.05181724205613136,seq,0,1
A03_row7398,3,C98,C98,2,2,0.05033969134092331,0.0,0.0,self,0,0
A03_row7398,3,C98,C58,2,3,0.0,0.0,0.012008637189865112,seq,0,0
A03_row7398,3,C98,C30,2,4,0.05590237304568291,0.0,0.046191662549972534,seq,0,0
A03_row7398,3,C98,C79,2,5,0.0719466507434845,0.0,0.05320116505026817,seq,0,0
A03_row7398,3,C98,C81,2,6,0.07622294872999191,0.0,0.04236319288611412,seq,0,0
A03_row7398,3,C98,C82,2,7,0.0,0.0,0.02084704302251339,seq,0,0
A03_row7398,3,C98,C97,2,8,0.11073315888643265,0.0,0.032821085304021835,seq,0,0
A03_row7398,3,C98,C46,2,9,0.0,0.0,0.0055078985169529915,seq,0,0
A03_row7398,3,C58,C32,3,0,0.02535301074385643,0.0,0.11874371021986008,seq,0,1
A03_row7398,3,C58,C33,3,1,0.0,0.0,0.00697020860388875,seq,0,1
A03_row7398,3,C58,C98,3,2,0.010942129418253899,0.0,0.07699918746948242,seq,0,0
A03_row7398,3,C58,C58,3,3,0.050018031150102615,0.0,0.0,self,0,0
A03_row7398,3,C58,C30,3,4,0.00489315390586853,0.0,0.05656562000513077,seq,0,0
A03_row7398,3,C58,C79,3,5,0.0014212194364517927,0.0,0.03704338148236275,seq,0,0
A03_row7398,3,C58,C81,3,6,0.007523669861257076,0.0,0.04672824591398239,seq,0,0
A03_row7398,3,C58,C82,3,7,0.0,0.0,0.017106227576732635,seq,0,0
A03_row7398,3,C58,C97,3,8,0.0,0.0,0.007451571524143219,seq,0,0
A03_row7398,3,C58,C46,3,9,0.0,0.0,0.004077764693647623,seq,0,0
A03_row7398,3,C30,C32,4,0,0.015528029762208462,0.0,0.06365109980106354,seq,0,1
A03_row7398,3,C30,C33,4,1,0.010702001862227917,0.0,0.12759874761104584,seq,0,1
A03_row7398,3,C30,C98,4,2,0.004748996812850237,0.0,0.04352086782455444,seq,0,0
A03_row7398,3,C30,C58,4,3,0.0,0.0,0.00738552026450634,seq,0,0
A03_row7398,3,C30,C30,4,4,0.05001198500394821,0.0,0.0,self,0,0
A03_row7398,3,C30,C79,4,5,0.007125960662961006,0.0,0.07491712272167206,seq,0,0
A03_row7398,3,C30,C81,4,6,0.0036435434594750404,0.0,0.028081990778446198,seq,0,0
A03_row7398,3,C30,C82,4,7,0.006421469617635012,0.0,0.05579914525151253,seq,0,0
A03_row7398,3,C30,C97,4,8,0.0,0.0,0.010147635824978352,seq,0,0
A03_row7398,3,C30,C46,4,9,0.0,0.0,0.003308928804472089,seq,0,0
A03_row7398,3,C79,C32,5,0,0.08152339607477188,0.0,0.03502847999334335,seq,0,1
A03_row7398,3,C79,C33,5,1,0.017375517636537552,0.0,0.026779545471072197,seq,0,1
A03_row7398,3,C79,C98,5,2,0.07082033157348633,0.0,0.05164744704961777,seq,0,0
A03_row7398,3,C79,C58,5,3,0.0,0.0,0.006583367008715868,seq,0,0
A03_row7398,3,C79,C30,5,4,0.06407582014799118,0.0,0.09828006476163864,seq,0,0
A03_row7398,3,C79,C79,5,5,0.05040588229894638,0.0,0.0,self,0,0
A03_row7398,3,C79,C81,5,6,0.09509032219648361,0.0,0.13964493572711945,seq,0,0
A03_row7398,3,C79,C82,5,7,0.07815316319465637,0.0,0.09807747602462769,seq,0,0
A03_row7398,3,C79,C97,5,8,0.0,0.0,0.01616484671831131,seq,0,0
A03_row7398,3,C79,C46,5,9,0.0,0.0,0.007984255440533161,seq,0,0
A03_row7398,3,C81,C32,6,0,0.07918461412191391,0.0,0.03157607093453407,seq,0,1
A03_row7398,3,C81,C33,6,1,0.0,0.0,0.01862899214029312,seq,0,1
A03_row7398,3,C81,C98,6,2,0.0956011414527893,0.0,0.07373011857271194,seq,0,0
A03_row7398,3,C81,C58,6,3,0.0,0.0,0.012993724085390568,seq,0,0
A03_row7398,3,C81,C30,6,4,0.07917079329490662,0.0,0.06324715167284012,seq,0,0
A03_row7398,3,C81,C79,6,5,0.08904635906219482,0.0,0.2650064527988434,seq,0,0
A03_row7398,3,C81,C81,6,6,0.05043480545282364,0.0,0.0,self,0,0
A03_row7398,3,C81,C82,6,7,0.0986926257610321,0.0,0.06768446415662766,seq,0,0
A03_row7398,3,C81,C97,6,8,0.09073209762573242,0.0,0.025510026142001152,seq,0,0
A03_row7398,3,C81,C46,6,9,0.0,0.0,0.011142266914248466,seq,0,0
A03_row7398,3,C82,C32,7,0,0.061117023229599,0.0,0.025611909106373787,seq,0,1
A03_row7398,3,C82,C33,7,1,0.048089399933815,0.0,0.027606511488556862,seq,0,1
A03_row7398,3,C82,C98,7,2,0.04718738794326782,0.0,0.03273101523518562,seq,0,0
A03_row7398,3,C82,C58,7,3,0.0,0.0,0.004823063034564257,seq,0,0
A03_row7398,3,C82,C30,7,4,0.08445267379283905,0.0,0.10609252750873566,seq,0,0
A03_row7398,3,C82,C79,7,5,0.0926966667175293,0.0,0.14854873716831207,seq,0,0
A03_row7398,3,C82,C81,7,6,0.12592154741287231,0.0,0.07414484024047852,seq,0,0
A03_row7398,3,C82,C82,7,7,0.05037270486354828,0.0,0.0,self,0,0
A03_row7398,3,C82,C97,7,8,0.0,0.0,0.016606871038675308,seq,0,0
A03_row7398,3,C82,C46,7,9,0.0,0.0,0.01039236318320036,seq,0,0
A03_row7398,3,C97,C32,8,0,0.0,0.0,0.014349296689033508,seq,0,1
A03_row7398,3,C97,C33,8,1,0.056300532072782516,0.0,0.034434251487255096,seq,0,1
A03_row7398,3,C97,C98,8,2,0.12011700868606567,0.0,0.1276281625032425,seq,0,0
A03_row7398,3,C97,C58,8,3,0.0,0.0,0.004906384740024805,seq,0,0
A03_row7398,3,C97,C30,8,4,0.020092951133847237,0.0,0.04080440104007721,seq,0,0
A03_row7398,3,C97,C79,8,5,0.07182356715202332,0.0,0.05583522468805313,seq,0,0
A03_row7398,3,C97,C81,8,6,0.08876921236515045,0.0,0.0522807352244854,seq,0,0
A03_row7398,3,C97,C82,8,7,0.06596933305263519,0.0,0.046974435448646545,seq,0,0
A03_row7398,3,C97,C97,8,8,0.050759755074977875,0.0,0.0,self,0,0
A03_row7398,3,C97,C46,8,9,0.0971856415271759,0.0,0.030518658459186554,seq,0,0
A03_row7398,3,C46,C32,9,0,0.0,0.0,0.020271429792046547,seq,0,1
A03_row7398,3,C46,C33,9,1,0.00832165777683258,0.0,0.04180053249001503,seq,0,1
A03_row7398,3,C46,C98,9,2,0.0040561906062066555,0.0,0.03171062469482422,seq,0,0
A03_row7398,3,C46,C58,9,3,0.0,0.0,0.0049115754663944244,seq,0,0
A03_row7398,3,C46,C30,9,4,0.0,0.0,0.02152220904827118,seq,0,0
A03_row7398,3,C46,C79,9,5,0.0009109032107517123,0.0,0.03652002289891243,seq,0,0
A03_row7398,3,C46,C81,9,6,0.005019755568355322,0.0,0.02745647542178631,seq,0,0
A03_row7398,3,C46,C82,9,7,0.004473161417990923,0.0,0.030235476791858673,seq,0,0
A03_row7398,3,C46,C97,9,8,0.014929999597370625,0.0,0.0391983799636364,seq,0,0
A03_row7398,3,C46,C46,9,9,0.05002112686634064,0.0,0.0,self,0,0
